,Unnamed: 0,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
97,98,3.392,J NEUROENDOCRINOL,21,4,0,0,4,1,0,1,5,2,0,4,BRAIN BEHAVIOR AND IMMUNITY
98,99,3.1860000000000004,NEUROTOX RES,21,0,1,0,5,5,0,3,1,0,0,6,BRAIN BEHAVIOR AND IMMUNITY
99,100,5.577999999999999,ADDICT BIOL,20,0,1,2,0,1,2,12,0,1,1,0,BRAIN BEHAVIOR AND IMMUNITY
0,1,,ALL Journals,4952,151,366,395,359,315,273,219,406,229,307,1932,BRAIN PATHOLOGY
1,2,,ALL OTHERS (622),622,13,28,40,44,31,34,28,67,25,46,266,BRAIN PATHOLOGY
2,3,4.122,SCI REP-UK,128,5,14,7,4,11,10,8,8,7,9,45,BRAIN PATHOLOGY
3,4,6.187,BRAIN PATHOL,107,14,10,12,11,7,3,6,7,7,7,23,BRAIN PATHOLOGY
4,5,2.766,PLOS ONE,105,0,10,11,6,5,5,4,9,5,3,47,BRAIN PATHOLOGY
5,6,15.876,ACTA NEUROPATHOL,84,10,8,7,6,7,5,3,12,3,4,19,BRAIN PATHOLOGY
6,7,3.4760000000000004,J ALZHEIMERS DIS,68,4,12,9,4,0,4,2,6,4,9,14,BRAIN PATHOLOGY
7,8,,ONCOTARGET,67,1,4,4,5,6,5,4,8,6,5,19,BRAIN PATHOLOGY
8,9,3.49,J NEUROPATH EXP NEUR,62,3,8,10,10,2,3,2,4,5,3,12,BRAIN PATHOLOGY
9,10,5.0760000000000005,MOL NEUROBIOL,56,2,2,5,2,4,3,3,6,4,5,20,BRAIN PATHOLOGY
10,11,3.06,J NEURO-ONCOL,42,3,2,3,5,6,3,4,3,1,1,11,BRAIN PATHOLOGY
11,12,9.384,NEURO-ONCOLOGY,41,2,3,2,9,4,0,2,3,2,0,14,BRAIN PATHOLOGY
12,13,4.3,FRONT CELL NEUROSCI,40,6,2,1,3,1,1,0,6,1,3,16,BRAIN PATHOLOGY
13,14,6.059,NEUROPATH APPL NEURO,40,2,8,3,1,3,6,0,2,4,6,5,BRAIN PATHOLOGY
14,15,3.687,INT J MOL SCI,37,2,7,1,2,5,0,2,0,0,6,12,BRAIN PATHOLOGY
15,16,14.163,PROG NEUROBIOL,36,0,2,1,4,3,4,1,0,3,7,11,BRAIN PATHOLOGY
16,17,1.9240000000000002,WORLD NEUROSURG,36,1,1,6,0,3,3,1,2,1,0,18,BRAIN PATHOLOGY
17,18,6.045,J CEREBR BLOOD F MET,35,0,0,3,4,5,2,0,2,0,3,16,BRAIN PATHOLOGY
18,19,3.508,FRONT NEUROL,32,2,3,7,2,1,1,3,4,1,0,8,BRAIN PATHOLOGY
19,20,1.8869999999999998,NEUROPATHOLOGY,32,0,3,4,5,5,3,0,2,1,2,7,BRAIN PATHOLOGY
20,21,2.655,J NEUROIMMUNOL,31,0,1,0,5,0,0,1,4,1,0,19,BRAIN PATHOLOGY
21,22,5.193,J NEUROINFLAMM,30,3,3,1,1,1,1,1,2,0,5,12,BRAIN PATHOLOGY
22,23,5.227,NEUROBIOL DIS,30,0,3,0,1,4,1,4,2,1,3,11,BRAIN PATHOLOGY
23,24,2.448,J NEUROL SCI,29,0,4,2,3,4,0,2,1,2,1,10,BRAIN PATHOLOGY
24,25,5.002,J NEUROTRAUM,29,0,0,9,0,1,5,0,1,1,0,12,BRAIN PATHOLOGY
25,26,4.454,NEUROBIOL AGING,28,0,1,3,1,1,2,1,4,2,2,11,BRAIN PATHOLOGY
26,27,10.847999999999999,BRAIN,27,2,3,2,2,2,2,0,2,0,2,10,BRAIN PATHOLOGY
27,28,3.877,FRONT NEUROSCI-SWITZ,26,2,1,4,3,1,2,0,0,1,3,9,BRAIN PATHOLOGY
28,29,4.4830000000000005,EXP NEUROL,25,0,0,1,0,1,0,0,3,1,1,18,BRAIN PATHOLOGY
29,30,5.414,ACTA NEUROPATHOL COM,24,0,2,2,4,1,5,1,1,0,1,7,BRAIN PATHOLOGY
30,31,5.22,CLIN SCI,23,1,3,5,5,0,1,0,1,0,4,3,BRAIN PATHOLOGY
31,32,5.511,FRONT IMMUNOL,23,1,2,0,3,0,0,1,0,1,0,15,BRAIN PATHOLOGY
32,33,3.9019999999999997,FRONT MOL NEUROSCI,23,1,3,0,0,1,3,1,1,1,2,10,BRAIN PATHOLOGY
33,34,5.971,J NEUROSCI,23,1,2,1,2,0,2,2,1,1,0,11,BRAIN PATHOLOGY
34,35,12.353,NAT COMMUN,22,1,1,0,2,3,3,0,3,0,1,8,BRAIN PATHOLOGY
35,36,3.582,FRONT AGING NEUROSCI,21,1,3,4,2,0,0,2,2,1,0,6,BRAIN PATHOLOGY
36,37,2.234,NEURAL REGEN RES,21,1,5,0,0,0,0,0,0,0,1,14,BRAIN PATHOLOGY
37,38,1.6640000000000001,ONCOL LETT,21,0,2,0,2,3,1,1,2,4,0,6,BRAIN PATHOLOGY
38,39,4.902,HUM MOL GENET,20,0,2,0,0,1,0,0,3,2,2,10,BRAIN PATHOLOGY
39,40,2.454,J MOL NEUROSCI,20,7,1,0,2,0,0,3,1,0,0,6,BRAIN PATHOLOGY
40,41,8.055,NEUROLOGY,20,1,1,0,1,1,1,0,1,1,2,11,BRAIN PATHOLOGY
41,42,6.306,BRAIN BEHAV IMMUN,19,0,0,1,2,0,2,0,1,2,1,10,BRAIN PATHOLOGY
42,43,5.846,GLIA,19,0,0,0,0,1,0,1,2,0,2,13,BRAIN PATHOLOGY
43,44,4.609,J NEUROCHEM,19,1,1,4,1,1,1,0,0,0,1,9,BRAIN PATHOLOGY
44,45,5.28,MULT SCLER J,18,0,0,0,2,2,1,1,2,1,0,9,BRAIN PATHOLOGY
45,46,3.603,NEUROCHEM INT,18,1,1,3,1,4,0,0,1,0,2,5,BRAIN PATHOLOGY
46,47,2.535,BRAIN TUMOR PATHOL,17,0,4,1,2,3,1,1,0,1,0,4,BRAIN PATHOLOGY
47,48,2.7569999999999997,CURR PHARM DESIGN,17,0,3,1,2,0,1,3,1,0,1,5,BRAIN PATHOLOGY
48,49,4.249,NEUROPHARMACOLOGY,17,0,0,0,2,0,1,1,2,2,0,9,BRAIN PATHOLOGY
49,50,3.3819999999999997,NEUROSCIENCE,17,0,1,2,1,0,1,4,1,1,2,4,BRAIN PATHOLOGY
50,51,3.653,AM J NEURORADIOL,16,0,1,1,1,3,0,0,2,0,0,8,BRAIN PATHOLOGY
51,52,2.084,CNS NEUROL DISORD-DR,16,0,2,1,5,0,0,0,1,0,2,5,BRAIN PATHOLOGY
52,53,7.144,J NEUROL NEUROSUR PS,16,0,2,1,1,2,0,1,1,1,1,6,BRAIN PATHOLOGY
53,54,2.162,J NEUROSURG-PEDIATR,16,0,1,2,1,1,1,1,0,2,1,6,BRAIN PATHOLOGY
54,55,11.46,JAMA NEUROL,16,0,0,2,0,1,2,1,0,0,2,8,BRAIN PATHOLOGY
55,56,1.922,MOL MED REP,16,2,0,1,1,2,0,2,1,1,0,6,BRAIN PATHOLOGY
56,57,5.638,CELL DEATH DIS,15,0,2,0,0,2,1,0,1,0,1,8,BRAIN PATHOLOGY
57,58,1.015,CLIN NEUROPATHOL,15,0,3,3,4,2,1,0,0,0,0,2,BRAIN PATHOLOGY
58,59,3.2889999999999997,CURR ALZHEIMER RES,15,0,4,0,1,0,1,1,2,0,1,5,BRAIN PATHOLOGY
59,60,2.1590000000000003,NEUROSCI LETT,15,0,6,0,1,0,0,0,2,1,1,4,BRAIN PATHOLOGY
60,61,2.9760000000000004,ONCOL REP,15,0,1,0,2,2,2,2,3,1,0,2,BRAIN PATHOLOGY
61,62,,Z EPILEPTOL,15,2,0,0,2,2,3,1,0,1,0,4,BRAIN PATHOLOGY
62,63,12.764000000000001,ALZHEIMERS DEMENT,14,0,2,3,0,0,2,0,2,0,3,2,BRAIN PATHOLOGY
63,64,3.125,BRAIN RES,14,0,3,3,0,1,0,1,2,0,0,4,BRAIN PATHOLOGY
64,65,,BRAIN SCI,14,0,2,2,1,2,0,0,2,0,0,5,BRAIN PATHOLOGY
65,66,1.64,J CLIN NEUROSCI,14,0,1,1,3,1,3,1,1,1,0,2,BRAIN PATHOLOGY
66,67,3.783,J NEUROL,14,0,2,1,0,1,0,0,1,0,0,9,BRAIN PATHOLOGY
67,68,2.772,NEUROCHEM RES,14,0,0,1,0,0,0,0,0,0,1,12,BRAIN PATHOLOGY
68,69,2.166,NEUROL INDIA,14,0,1,2,3,1,1,1,1,1,1,2,BRAIN PATHOLOGY
69,70,4.211,ACS CHEM NEUROSCI,13,1,0,1,0,1,1,0,1,0,1,7,BRAIN PATHOLOGY
70,71,8.972999999999999,AGEING RES REV,13,1,1,2,3,1,1,0,0,1,1,2,BRAIN PATHOLOGY
71,72,1.235,CHILD NERV SYST,13,0,2,1,0,0,0,0,3,1,2,4,BRAIN PATHOLOGY
72,73,1.41,EXP THER MED,13,0,0,0,0,0,2,1,1,1,1,7,BRAIN PATHOLOGY
73,74,,GLIOBLASTOMAXB,13,0,0,1,0,1,0,0,4,2,0,5,BRAIN PATHOLOGY
74,75,6.252999999999999,J PATHOL,13,0,1,2,1,2,0,0,0,1,1,5,BRAIN PATHOLOGY
75,76,2.028,MEDICINE,13,1,0,1,1,0,0,0,0,1,2,7,BRAIN PATHOLOGY
76,77,6.426,MOL NEURODEGENER,13,0,2,1,1,1,1,1,0,0,1,5,BRAIN PATHOLOGY
77,78,4.495,CRIT REV ONCOL HEMAT,12,0,1,1,0,0,1,2,3,2,1,1,BRAIN PATHOLOGY
78,79,3.478,CURR NEUROL NEUROSCI,12,0,1,1,1,1,1,0,0,0,0,7,BRAIN PATHOLOGY
79,80,3.696,EXPERT REV NEUROTHER,12,0,2,1,1,0,1,3,0,0,0,4,BRAIN PATHOLOGY
80,81,4.416,FRONT ONCOL,12,1,1,0,1,0,2,1,1,2,0,3,BRAIN PATHOLOGY
81,82,3.8310000000000004,FRONT PHARMACOL,12,1,1,1,0,0,0,1,1,1,2,4,BRAIN PATHOLOGY
82,83,4.368,J VIROL,12,0,0,2,0,0,0,0,0,1,0,9,BRAIN PATHOLOGY
83,84,5.718999999999999,NEUROTHERAPEUTICS,12,0,3,1,1,2,0,0,0,0,0,5,BRAIN PATHOLOGY
84,85,4.936,OXID MED CELL LONGEV,12,0,0,0,1,2,0,1,2,0,0,6,BRAIN PATHOLOGY
85,86,9.504,P NATL ACAD SCI USA,12,0,0,0,1,0,0,0,0,1,1,9,BRAIN PATHOLOGY
86,87,5.1080000000000005,BBA-MOL BASIS DIS,11,1,1,0,1,0,1,2,0,1,1,3,BRAIN PATHOLOGY
87,88,3.44,BRAIN RES BULL,11,0,2,0,0,0,0,0,2,0,2,5,BRAIN PATHOLOGY
88,89,6.721,CELL MOL LIFE SCI,11,0,1,1,0,1,0,0,2,1,2,3,BRAIN PATHOLOGY
89,90,1.736,CLIN NEUROL NEUROSUR,11,0,0,0,2,0,0,2,2,0,0,5,BRAIN PATHOLOGY
90,91,5.067,EPILEPSIA,11,0,1,1,0,2,3,0,0,1,0,3,BRAIN PATHOLOGY
91,92,2.662,J NEUROSCI RES,11,0,1,0,1,1,0,0,0,1,1,6,BRAIN PATHOLOGY
92,93,3.1719999999999997,J PARKINSON DIS,11,0,1,1,1,2,1,0,2,0,0,3,BRAIN PATHOLOGY
93,94,1.403,NEUROL MED-CHIR,11,0,0,1,2,3,0,0,1,0,2,2,BRAIN PATHOLOGY
94,95,8.037,NEUROSCI BIOBEHAV R,11,0,3,1,0,0,1,1,1,0,0,4,BRAIN PATHOLOGY
95,96,,PEDIATR ONCOL-BERLIN,11,0,0,0,1,0,0,0,0,2,0,8,BRAIN PATHOLOGY
96,97,1.929,ACTA NEUROCHIR,10,0,0,2,1,1,1,0,0,2,0,3,BRAIN PATHOLOGY
97,98,1.76,ADV EXP MED BIOL,10,0,1,0,0,0,0,1,2,0,0,6,BRAIN PATHOLOGY
98,99,5.015,ALZHEIMERS RES THER,10,1,1,1,0,0,2,2,1,0,0,2,BRAIN PATHOLOGY
99,100,10.25,ANN NEUROL,10,0,0,1,0,0,1,0,1,0,1,6,BRAIN PATHOLOGY
0,1,,ALL Journals,4263,140,562,815,713,652,501,152,118,219,390,1,Brain Stimulation
1,2,,ALL OTHERS (227),227,8,33,37,41,40,24,11,5,7,21,0,Brain Stimulation
2,3,3.614,CLIN NEUROPHYSIOL,284,11,32,72,59,34,23,11,11,9,22,0,Brain Stimulation
3,4,6.12,BRAIN STIMUL,277,19,48,55,48,37,25,8,6,11,20,0,Brain Stimulation
4,5,2.8710000000000004,FRONT HUM NEUROSCI,192,11,20,43,27,20,27,5,7,11,21,0,Brain Stimulation
5,6,4.122,SCI REP-UK,140,4,23,21,23,21,18,7,6,6,11,0,Brain Stimulation
6,7,3.877,FRONT NEUROSCI-SWITZ,117,5,17,24,18,19,15,6,0,4,9,0,Brain Stimulation
7,8,5.426,NEUROIMAGE,117,3,15,23,17,26,6,3,4,12,7,1,Brain Stimulation
8,9,2.766,PLOS ONE,90,7,8,17,14,14,12,1,3,6,8,0,Brain Stimulation
9,10,4.907,CORTEX,66,0,10,22,10,7,10,1,0,3,3,0,Brain Stimulation
10,11,,INT REV PSYCHIATR,59,0,4,14,11,14,8,1,0,1,6,0,Brain Stimulation
11,12,3.508,FRONT NEUROL,58,4,5,9,9,13,6,3,1,6,2,0,Brain Stimulation
12,13,3.3819999999999997,NEUROSCIENCE,58,0,9,14,10,10,5,6,1,1,2,0,Brain Stimulation
13,14,,FRONT PSYCHOL,52,0,7,8,10,8,8,2,2,2,5,0,Brain Stimulation
14,15,2.889,NEUROPSYCHOLOGIA,50,0,6,12,5,6,13,1,1,2,4,0,Brain Stimulation
15,16,2.832,EUR J NEUROSCI,49,2,4,5,5,13,7,3,2,3,5,0,Brain Stimulation
16,17,5.971,J NEUROSCI,49,1,4,17,7,4,9,2,0,3,2,0,Brain Stimulation
17,18,3.582,FRONT AGING NEUROSCI,47,6,6,10,7,3,6,3,0,1,5,0,Brain Stimulation
18,19,2.502,J NEUROPHYSIOL,44,3,3,7,9,7,4,1,1,2,7,0,Brain Stimulation
19,20,1.896,J ECT,38,0,5,3,7,6,2,1,2,5,7,0,Brain Stimulation
20,21,2.101,RESTOR NEUROL NEUROS,34,0,0,9,4,7,3,3,1,3,4,0,Brain Stimulation
21,22,3.786,J AFFECT DISORDERS,33,0,10,5,2,5,4,3,0,2,2,0,Brain Stimulation
22,23,8.037,NEUROSCI BIOBEHAV R,33,0,3,5,7,6,6,1,2,0,3,0,Brain Stimulation
23,24,6.308,CEREB CORTEX,30,0,0,5,8,5,4,0,1,2,5,0,Brain Stimulation
24,25,1.806,EXP BRAIN RES,30,1,7,5,4,5,2,0,1,0,5,0,Brain Stimulation
25,26,3.199,CEREBELLUM,29,0,2,2,10,6,3,1,3,0,2,0,Brain Stimulation
26,27,3.138,FRONT BEHAV NEUROSCI,29,3,4,5,5,3,3,0,2,0,4,0,Brain Stimulation
27,28,2.7739999999999996,NEUROMODULATION,29,0,3,7,3,4,5,1,1,1,4,0,Brain Stimulation
28,29,3.125,BRAIN RES,26,0,6,6,1,3,6,1,0,1,2,0,Brain Stimulation
29,30,4.54,J PHYSIOL-LONDON,26,0,2,2,6,4,5,1,0,4,2,0,Brain Stimulation
30,31,3.161,NEURAL PLAST,26,2,3,9,4,3,3,0,1,0,1,0,Brain Stimulation
31,32,3.8689999999999998,NEUROIMAGE-CLIN,25,2,3,5,1,7,2,1,1,3,0,0,Brain Stimulation
32,33,3.468,J COGNITIVE NEUROSCI,24,0,7,1,7,3,1,2,2,0,1,0,Brain Stimulation
33,34,2.779,J NEURAL TRANSM,24,0,4,5,2,4,3,1,0,1,4,0,Brain Stimulation
34,35,3.5,SOC COGN AFFECT NEUR,23,0,5,4,3,4,3,1,0,0,3,0,Brain Stimulation
35,36,2.435,DOSE-RESPONSE,21,0,0,6,2,2,3,2,0,2,4,0,Brain Stimulation
36,37,2.8569999999999998,FRONT PSYCHIATRY,21,1,1,7,5,0,2,2,0,2,1,0,Brain Stimulation
37,38,8.324,MOVEMENT DISORD,21,3,4,2,4,0,3,0,0,0,5,0,Brain Stimulation
38,39,2.1590000000000003,NEUROSCI LETT,21,1,4,2,5,2,1,1,0,3,2,0,Brain Stimulation
39,40,,P ANN INT IEEE EMBS,21,0,2,6,2,4,1,3,1,1,1,0,Brain Stimulation
40,41,2.0669999999999997,TRIALS,20,0,1,4,5,3,3,1,2,1,0,0,Brain Stimulation
41,42,1.676,BIOMED ENG ONLINE,19,0,2,1,3,5,3,0,1,2,2,0,Brain Stimulation
42,43,,BRAIN SCI,19,0,4,6,2,2,1,0,0,1,3,0,Brain Stimulation
43,44,7.6160000000000005,ELIFE,19,3,2,3,1,3,1,1,0,3,2,0,Brain Stimulation
44,45,4.0,J PSYCHIATR RES,18,0,0,3,3,3,3,1,2,0,3,0,Brain Stimulation
45,46,4.4830000000000005,EXP NEUROL,17,0,3,2,4,6,1,0,0,1,0,0,Brain Stimulation
46,47,4.3,FRONT CELL NEUROSCI,17,1,5,3,1,1,1,1,0,1,3,0,Brain Stimulation
47,48,,INN NEURXB,17,0,0,1,4,2,2,2,1,2,3,0,Brain Stimulation
48,49,2.448,J NEUROL SCI,16,0,4,1,3,4,2,0,0,1,1,0,Brain Stimulation
49,50,1.1840000000000002,JOVE-J VIS EXP,16,1,2,3,4,3,2,0,0,0,1,0,Brain Stimulation
50,51,2.086,LANG COGN NEUROSCI,16,0,1,6,1,2,1,1,0,2,2,0,Brain Stimulation
51,52,5.718999999999999,NEUROTHERAPEUTICS,16,0,0,4,3,3,2,1,1,0,2,0,Brain Stimulation
52,53,,RHYTHM STIM PROCXB,16,0,1,4,1,2,3,0,1,2,2,0,Brain Stimulation
53,54,,AIMS NEUROSCI,15,0,4,4,2,0,3,0,0,1,1,0,Brain Stimulation
54,55,10.847999999999999,BRAIN,15,1,1,2,4,1,3,0,0,0,3,0,Brain Stimulation
55,56,2.094,EXPERT REV MED DEVIC,15,0,2,3,4,2,1,0,1,1,1,0,Brain Stimulation
56,57,4.185,PROG NEURO-PSYCHOPH,15,0,4,4,0,0,3,1,2,0,1,0,Brain Stimulation
57,58,3.173,BEHAV BRAIN RES,14,1,2,2,1,2,4,0,1,0,1,0,Brain Stimulation
58,59,2.371,INT REV NEUROBIOL,14,0,5,3,2,3,0,0,0,1,0,0,Brain Stimulation
59,60,16.642,JAMA PSYCHIAT,14,0,1,5,2,2,0,0,0,1,3,0,Brain Stimulation
60,61,7.461,NEUROSCIENTIST,14,0,0,5,4,2,2,0,1,0,0,0,Brain Stimulation
61,62,2.59,REV NEUROSCIENCE,14,0,2,3,1,2,2,2,0,0,2,0,Brain Stimulation
62,63,2.839,SEIZURE-EUR J EPILEP,14,0,3,2,1,2,4,1,0,0,1,0,Brain Stimulation
63,64,9.251,CURR BIOL,13,2,3,2,1,3,1,0,0,1,0,0,Brain Stimulation
64,65,3.478,CURR NEUROL NEUROSCI,13,0,4,2,1,3,2,0,0,0,1,0,Brain Stimulation
65,66,3.617,EUR ARCH PSY CLIN N,13,0,1,2,3,2,2,0,1,0,2,0,Brain Stimulation
66,67,3.865,J NEUROENG REHABIL,13,0,3,2,1,3,1,1,0,0,2,0,Brain Stimulation
67,68,4.454,NEUROBIOL AGING,13,0,1,4,3,2,0,0,0,0,3,0,Brain Stimulation
68,69,1.266,NEUROREPORT,13,0,0,3,3,5,0,1,0,1,0,0,Brain Stimulation
69,70,6.306,BRAIN BEHAV IMMUN,12,4,3,1,0,1,2,0,0,1,0,0,Brain Stimulation
70,71,1.807,CLIN EEG NEUROSCI,12,0,1,1,1,3,2,1,1,0,2,0,Brain Stimulation
71,72,4.927,HUM BRAIN MAPP,12,1,4,1,3,1,1,0,1,0,0,0,Brain Stimulation
72,73,3.4760000000000004,J ALZHEIMERS DIS,12,0,1,4,2,1,2,0,0,0,2,0,Brain Stimulation
73,74,1.94,J NERV MENT DIS,12,0,1,3,3,2,0,0,1,2,0,0,Brain Stimulation
74,75,1.854,J NEUROPSYCH CLIN N,12,0,2,1,4,1,2,0,1,1,0,0,Brain Stimulation
75,76,4.738,J PSYCHOPHARMACOL,12,1,2,3,3,0,0,0,2,0,1,0,Brain Stimulation
76,77,,NEURODEGENER DIS MAN,12,0,1,1,2,1,4,0,0,2,1,0,Brain Stimulation
77,78,2.891,BIOL PSYCHOL,11,0,1,3,2,1,2,0,0,1,1,0,Brain Stimulation
78,79,2.4130000000000003,BMJ OPEN,11,0,1,0,3,2,1,0,0,1,3,0,Brain Stimulation
79,80,2.565,COGN AFFECT BEHAV NE,11,0,4,0,1,0,1,0,0,2,3,0,Brain Stimulation
80,81,2.6,EPILEPSY BEHAV,11,3,1,4,3,0,0,0,0,0,0,0,Brain Stimulation
81,82,12.353,NAT COMMUN,11,1,0,3,4,2,0,0,0,0,1,0,Brain Stimulation
82,83,32.635,NAT REV NEUROSCI,11,0,1,0,1,2,1,1,1,1,3,0,Brain Stimulation
83,84,2.045,NEUROPHYSIOL CLIN,11,1,1,1,2,0,0,0,2,2,2,0,Brain Stimulation
84,85,4.721,PARKINSONISM RELAT D,11,1,4,1,2,0,0,0,1,0,2,0,Brain Stimulation
85,86,2.2230000000000003,PSYCHIAT RES,11,0,0,0,3,2,3,0,1,0,2,0,Brain Stimulation
86,87,1.9240000000000002,WORLD NEUROSURG,11,0,1,2,2,1,2,0,1,2,0,0,Brain Stimulation
87,88,3.719,BRAIN IMAGING BEHAV,10,0,0,1,2,3,2,1,0,0,1,0,Brain Stimulation
88,89,4.231,BRAIN STRUCT FUNCT,10,0,2,1,1,2,2,0,0,1,1,0,Brain Stimulation
89,90,3.322,DRUG ALCOHOL DEPEN,10,0,0,1,2,4,0,0,0,2,1,0,Brain Stimulation
90,91,4.129,EUR PSYCHIAT,10,0,1,1,2,2,2,0,0,1,1,0,Brain Stimulation
91,92,3.696,EXPERT REV NEUROTHER,10,0,1,1,1,1,2,1,0,1,2,0,Brain Stimulation
92,93,6.544,NEUROPSYCHOPHARMACOL,10,0,0,2,1,3,0,0,0,2,2,0,Brain Stimulation
93,94,2.665,PHYS MED BIOL,10,0,0,6,1,3,0,0,0,0,0,0,Brain Stimulation
94,95,4.277,ANN NY ACAD SCI,9,0,0,2,3,2,1,0,1,0,0,0,Brain Stimulation
95,96,1.6780000000000002,ATTEN PERCEPT PSYCHO,9,0,2,3,0,0,2,0,0,1,1,0,Brain Stimulation
96,97,2.583,BIOMED RES INT,9,0,2,3,1,2,0,0,0,1,0,0,Brain Stimulation
97,98,2.219,BRAIN BEHAV,9,0,2,1,0,0,2,1,1,1,1,0,Brain Stimulation
98,99,2.7030000000000003,BRAIN TOPOGR,9,0,2,2,2,0,0,1,1,0,1,0,Brain Stimulation
99,100,2.362,EUR J PAEDIATR NEURO,9,0,2,0,1,3,0,0,0,0,3,0,Brain Stimulation
0,1,,ALL Journals,52067,589,2318,2954,3037,3034,3018,3270,2859,2989,2722,25277,BRAIN
1,2,,ALL OTHERS (1314),1314,7,39,38,63,87,68,64,57,67,62,762,BRAIN
2,3,4.122,SCI REP-UK,1365,16,71,80,111,93,81,85,82,80,59,607,BRAIN
3,4,10.847999999999999,BRAIN,982,105,137,91,77,62,51,52,45,47,37,278,BRAIN
4,5,2.766,PLOS ONE,951,5,28,42,38,60,50,57,40,68,56,507,BRAIN
5,6,3.508,FRONT NEUROL,730,6,24,37,19,31,42,59,34,35,33,410,BRAIN
6,7,5.426,NEUROIMAGE,669,4,34,43,39,28,36,38,30,34,36,347,BRAIN
7,8,3.8689999999999998,NEUROIMAGE-CLIN,585,7,22,43,41,26,52,44,36,40,44,230,BRAIN
8,9,8.324,MOVEMENT DISORD,569,15,34,40,41,46,28,36,40,37,28,224,BRAIN
9,10,3.4760000000000004,J ALZHEIMERS DIS,567,3,36,60,46,28,42,68,46,46,32,160,BRAIN
10,11,4.907,CORTEX,550,1,16,17,43,27,31,22,35,38,13,307,BRAIN
11,12,4.927,HUM BRAIN MAPP,547,1,21,42,43,26,21,32,23,38,32,268,BRAIN
12,13,2.8710000000000004,FRONT HUM NEUROSCI,515,1,7,15,24,28,27,19,26,25,25,318,BRAIN
13,14,8.055,NEUROLOGY,501,4,39,53,26,35,38,43,32,26,35,170,BRAIN
14,15,2.889,NEUROPSYCHOLOGIA,482,3,9,11,16,20,23,30,31,29,16,294,BRAIN
15,16,3.614,CLIN NEUROPHYSIOL,472,3,7,31,16,13,21,24,19,35,29,274,BRAIN
16,17,3.877,FRONT NEUROSCI-SWITZ,422,9,26,21,30,22,22,19,18,28,31,196,BRAIN
17,18,5.971,J NEUROSCI,415,4,24,22,29,32,21,18,17,25,28,195,BRAIN
18,19,8.037,NEUROSCI BIOBEHAV R,382,0,16,24,23,21,19,22,19,20,9,209,BRAIN
19,20,6.308,CEREB CORTEX,378,0,8,20,22,16,14,16,23,16,16,227,BRAIN
20,21,2.448,J NEUROL SCI,378,1,15,13,18,21,17,26,22,29,26,190,BRAIN
21,22,4.454,NEUROBIOL AGING,356,0,31,40,35,19,18,23,27,24,36,103,BRAIN
22,23,3.582,FRONT AGING NEUROSCI,351,8,24,16,26,27,19,18,28,27,21,137,BRAIN
23,24,5.067,EPILEPSIA,326,7,15,19,20,11,21,32,15,20,28,138,BRAIN
24,25,3.3819999999999997,NEUROSCIENCE,323,0,9,17,7,29,11,13,11,16,27,183,BRAIN
25,26,10.25,ANN NEUROL,313,3,34,34,18,20,15,24,17,14,15,119,BRAIN
26,27,2.371,INT REV NEUROBIOL,297,5,14,17,20,15,17,19,32,26,15,117,BRAIN
27,28,6.045,J CEREBR BLOOD F MET,286,0,6,11,23,18,34,30,19,26,4,115,BRAIN
28,29,3.783,J NEUROL,286,2,15,18,14,17,15,17,16,16,11,145,BRAIN
29,30,7.144,J NEUROL NEUROSUR PS,286,3,18,20,21,11,24,19,22,19,8,121,BRAIN
30,31,5.28,MULT SCLER J,274,1,17,20,2,7,19,14,23,16,15,140,BRAIN
31,32,15.876,ACTA NEUROPATHOL,270,5,28,21,21,30,25,20,13,14,13,80,BRAIN
32,33,,FRONT PSYCHOL,250,1,2,5,12,9,6,9,17,17,7,165,BRAIN
33,34,5.0760000000000005,MOL NEUROBIOL,248,0,6,23,22,11,22,15,18,27,16,88,BRAIN
34,35,4.721,PARKINSONISM RELAT D,245,2,4,7,14,22,16,10,16,17,12,125,BRAIN
35,36,19.819000000000003,NAT REV NEUROL,239,10,17,18,19,17,20,15,8,16,12,87,BRAIN
36,37,5.002,J NEUROTRAUM,233,1,6,8,19,33,18,24,10,10,16,88,BRAIN
37,38,4.231,BRAIN STRUCT FUNCT,232,0,6,9,14,17,13,14,17,14,10,118,BRAIN
38,39,3.687,INT J MOL SCI,224,9,13,17,15,20,15,20,11,13,13,78,BRAIN
39,40,4.4830000000000005,EXP NEUROL,209,3,3,18,15,15,6,12,6,11,13,107,BRAIN
40,41,2.502,J NEUROPHYSIOL,208,1,9,7,6,4,10,5,3,8,6,149,BRAIN
41,42,1.9240000000000002,WORLD NEUROSURG,204,1,7,5,9,8,12,6,6,10,4,136,BRAIN
42,43,4.01,CURR OPIN NEUROL,200,11,32,16,16,7,14,8,17,6,12,61,BRAIN
43,44,3.719,BRAIN IMAGING BEHAV,198,0,0,13,18,12,7,19,13,20,8,88,BRAIN
44,45,2.219,BRAIN BEHAV,196,2,6,9,6,13,9,14,9,13,11,104,BRAIN
45,46,2.6,EPILEPSY BEHAV,190,1,9,12,10,4,8,14,9,13,14,96,BRAIN
46,47,2.839,SEIZURE-EUR J EPILEP,186,0,7,9,10,4,14,16,5,11,7,103,BRAIN
