,Unnamed: 0,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
77,78,5.971,J NEUROSCI,6,0,0,0,0,0,0,0,0,1,1,4,Annual Review of Cell and Developmental Biology
78,79,32.621,NAT MED,6,0,2,0,0,0,0,0,0,0,0,4,Annual Review of Cell and Developmental Biology
79,80,41.982,NAT REV IMMUNOL,6,0,1,1,1,0,0,0,2,0,0,1,Annual Review of Cell and Developmental Biology
80,81,3.394,BIOCHEM SOC T,5,0,1,2,0,1,0,0,0,0,0,1,Annual Review of Cell and Developmental Biology
81,82,4.419,BIOESSAYS,5,1,0,1,0,0,0,1,1,1,0,0,Annual Review of Cell and Developmental Biology
82,83,4.021,CHROMOSOMA,5,0,0,0,1,0,0,0,0,0,0,4,Annual Review of Cell and Developmental Biology
83,84, ,EUKARYOT CELL,5,0,0,0,0,1,0,1,0,0,1,2,Annual Review of Cell and Developmental Biology
84,85,2.939,EUR J CELL BIOL,5,1,0,1,0,0,0,0,0,0,0,3,Annual Review of Cell and Developmental Biology
85,86,4.530,FEBS J,5,1,0,0,0,2,1,0,0,1,0,0,Annual Review of Cell and Developmental Biology
86,87,5.511,FRONT IMMUNOL,5,0,1,3,1,0,0,0,0,0,0,0,Annual Review of Cell and Developmental Biology
87,88,3.677,FRONT PLANT SCI,5,0,0,0,3,2,0,0,0,0,0,0,Annual Review of Cell and Developmental Biology
88,89,2.094,IMMUNOGENETICS,5,0,5,0,0,0,0,0,0,0,0,0,Annual Review of Cell and Developmental Biology
89,90,5.236,MOL CELL PROTEOMICS,5,0,0,0,1,2,1,0,0,0,0,1,Annual Review of Cell and Developmental Biology
90,91, ,P NATL ACAD SCI-BIOL,5,0,0,0,0,0,0,0,0,0,0,5,Annual Review of Cell and Developmental Biology
91,92,24.014,PHYSIOL REV,5,0,0,0,0,0,2,0,1,0,0,2,Annual Review of Cell and Developmental Biology
92,93,4.907,STRUCTURE,5,0,2,1,0,1,1,0,0,0,0,0,Annual Review of Cell and Developmental Biology
93,94,4.966,BBA-MOL CELL BIOL L,4,0,1,1,0,0,1,0,0,0,0,1,Annual Review of Cell and Developmental Biology
94,95,3.857,BIOCHEM J,4,0,0,0,0,0,0,0,0,0,0,4,Annual Review of Cell and Developmental Biology
95,96,3.543,BIOL SEX DIFFER,4,0,0,0,2,2,0,0,0,0,0,0,Annual Review of Cell and Developmental Biology
96,97,2.213,BMC BIOINFORMATICS,4,1,1,0,1,0,0,0,0,0,0,1,Annual Review of Cell and Developmental Biology
97,98,17.872,CELL HOST MICROBE,4,0,3,0,0,0,1,0,0,0,0,0,Annual Review of Cell and Developmental Biology
98,99, ,CELL MOTIL CYTOSKEL,4,0,0,0,0,0,0,0,0,1,0,3,Annual Review of Cell and Developmental Biology
99,100,15.393,CELL RES,4,0,1,0,1,0,0,2,0,0,0,0,Annual Review of Cell and Developmental Biology
0,1, ,ALL Journals,4147,34,352,371,332,332,267,238,179,188,165,1689,Annual Review of Neuroscience
1,2, ,ALL OTHERS (391),391,6,33,41,30,27,22,18,10,13,13,178,Annual Review of Neuroscience
2,3,5.971,J NEUROSCI,368,1,13,27,21,43,28,27,18,17,17,156,Annual Review of Neuroscience
3,4,14.319,NEURON,316,8,32,31,29,30,31,26,12,24,16,77,Annual Review of Neuroscience
4,5,41.577,NATURE,250,0,19,18,21,14,25,15,12,12,10,104,Annual Review of Neuroscience
5,6,9.504,P NATL ACAD SCI USA,187,2,11,13,7,19,15,20,11,10,7,72,Annual Review of Neuroscience
6,7,19.912,NAT NEUROSCI,180,1,24,15,21,19,9,14,13,6,15,43,Annual Review of Neuroscience
7,8,41.058,SCIENCE,173,0,8,10,13,10,5,3,4,3,11,106,Annual Review of Neuroscience
8,9,2.502,J NEUROPHYSIOL,109,1,3,3,6,3,3,3,2,6,2,77,Annual Review of Neuroscience
9,10,9.251,CURR BIOL,86,1,9,15,17,10,6,3,8,1,6,10,Annual Review of Neuroscience
10,11,31.398,CELL,76,0,13,8,11,13,9,2,1,4,1,14,Annual Review of Neuroscience
11,12,3.400,J COMP NEUROL,66,0,1,1,3,4,0,6,2,0,0,49,Annual Review of Neuroscience
12,13,2.766,PLOS ONE,66,0,10,8,6,8,15,5,3,7,4,0,Annual Review of Neuroscience
13,14,6.541,CURR OPIN NEUROBIOL,50,0,7,1,10,6,3,4,3,0,1,15,Annual Review of Neuroscience
14,15,7.616,ELIFE,47,2,19,20,4,2,0,0,0,0,0,0,Annual Review of Neuroscience
15,16,32.635,NAT REV NEUROSCI,47,0,6,5,2,2,2,2,3,6,3,16,Annual Review of Neuroscience
16,17,6.308,CEREB CORTEX,45,0,4,3,2,2,6,3,0,5,1,19,Annual Review of Neuroscience
17,18,14.675,ANNU REV NEUROSCI,39,0,5,1,3,2,2,0,0,0,8,18,Annual Review of Neuroscience
18,19,4.418,HORM BEHAV,36,0,8,1,1,0,1,1,1,2,2,19,Annual Review of Neuroscience
19,20,10.848,BRAIN,32,1,2,0,2,2,2,1,2,0,1,19,Annual Review of Neuroscience
20,21,3.125,BRAIN RES,32,0,0,1,1,0,2,0,2,1,0,25,Annual Review of Neuroscience
21,22,4.540,J PHYSIOL-LONDON,32,0,5,1,0,0,2,0,0,0,3,21,Annual Review of Neuroscience
22,23,27.125,NAT GENET,31,0,1,0,2,4,3,1,1,2,2,15,Annual Review of Neuroscience
23,24,11.439,TRENDS NEUROSCI,31,1,1,1,0,1,1,3,4,0,0,19,Annual Review of Neuroscience
24,25,2.517,PHYSIOL BEHAV,30,0,1,1,1,1,0,0,0,1,0,25,Annual Review of Neuroscience
25,26,3.382,NEUROSCIENCE,29,0,0,4,1,0,0,0,2,4,1,17,Annual Review of Neuroscience
26,27,3.067,ANIM BEHAV,28,0,0,1,3,0,1,0,1,1,0,21,Annual Review of Neuroscience
27,28,2.832,EUR J NEUROSCI,28,0,2,0,2,4,2,1,1,0,1,15,Annual Review of Neuroscience
28,29,12.353,NAT COMMUN,26,0,3,9,10,2,1,1,0,0,0,0,Annual Review of Neuroscience
29,30,1.806,EXP BRAIN RES,24,0,0,0,0,1,0,0,0,1,0,22,Annual Review of Neuroscience
30,31,5.559,PAIN,23,0,0,1,2,1,1,1,4,2,2,9,Annual Review of Neuroscience
31,32,3.173,BEHAV BRAIN RES,22,0,3,2,3,0,3,2,1,0,2,6,Annual Review of Neuroscience
32,33,2.507,BEHAV NEUROSCI,21,0,0,1,2,0,0,0,0,2,1,15,Annual Review of Neuroscience
33,34,15.557,TRENDS COGN SCI,21,0,2,2,1,1,3,2,2,3,1,4,Annual Review of Neuroscience
34,35,10.250,ANN NEUROL,20,0,3,1,2,2,1,0,0,1,0,10,Annual Review of Neuroscience
35,36,8.032,CELL REP,20,1,7,5,3,3,1,0,0,0,0,0,Annual Review of Neuroscience
36,37,3.179,J EXP BIOL,20,1,0,2,1,0,1,1,0,0,2,12,Annual Review of Neuroscience
37,38,5.227,NEUROBIOL DIS,20,1,5,4,2,4,0,0,1,1,2,0,Annual Review of Neuroscience
38,39,26.919,NAT METHODS,19,0,3,4,2,5,1,1,0,1,1,1,Annual Review of Neuroscience
39,40,9.163,PLOS BIOL,18,0,4,2,0,0,1,1,2,2,0,6,Annual Review of Neuroscience
40,41,3.955,PLOS COMPUT BIOL,18,0,3,2,0,3,3,4,0,1,0,2,Annual Review of Neuroscience
41,42,7.230,PSYCHOL REV,18,0,0,1,0,0,1,0,0,0,0,16,Annual Review of Neuroscience
42,43,15.876,ACTA NEUROPATHOL,17,0,1,2,3,0,0,3,0,0,0,8,Annual Review of Neuroscience
43,44,1.651,NEURAL COMPUT,17,0,0,1,1,1,0,0,0,0,1,13,Annual Review of Neuroscience
44,45,4.122,SCI REP-UK,17,0,6,7,1,3,0,0,0,0,0,0,Annual Review of Neuroscience
45,46,1.927,VISUAL NEUROSCI,17,0,0,0,1,0,1,1,0,0,0,14,Annual Review of Neuroscience
46,47,4.011,J BIOL CHEM,16,0,0,1,0,0,1,2,1,1,1,9,Annual Review of Neuroscience
47,48,8.324,MOVEMENT DISORD,16,0,4,2,1,0,0,0,0,1,0,8,Annual Review of Neuroscience
48,49,4.483,EXP NEUROL,15,0,0,0,1,5,0,1,2,2,1,3,Annual Review of Neuroscience
49,50,3.131,FRONT NEURAL CIRCUIT,15,0,1,1,1,10,1,0,0,1,0,0,Annual Review of Neuroscience
50,51,5.666,PHILOS T R SOC B,14,0,1,1,0,0,0,2,0,0,1,9,Annual Review of Neuroscience
51,52,3.966,HIPPOCAMPUS,13,0,1,2,1,1,2,1,0,1,0,4,Annual Review of Neuroscience
52,53,1.970,J COMP PHYSIOL A,13,0,0,0,2,0,1,0,0,0,0,10,Annual Review of Neuroscience
53,54,6.306,BRAIN BEHAV IMMUN,12,0,2,4,1,1,1,1,1,0,1,0,Annual Review of Neuroscience
54,55,11.640,MOL PSYCHIATR,12,0,3,3,2,2,0,1,0,0,0,1,Annual Review of Neuroscience
55,56,4.454,NEUROBIOL AGING,12,0,0,1,1,0,3,1,1,0,1,4,Annual Review of Neuroscience
56,57,5.426,NEUROIMAGE,11,0,1,0,1,2,0,1,1,2,1,2,Annual Review of Neuroscience
57,58,8.055,NEUROLOGY,11,0,1,1,2,0,1,2,0,0,0,4,Annual Review of Neuroscience
58,59,79.260,NEW ENGL J MED,11,0,0,0,0,1,0,1,2,0,0,7,Annual Review of Neuroscience
59,60,3.490,J NEUROPATH EXP NEUR,10,0,0,1,0,1,0,0,0,1,1,6,Annual Review of Neuroscience
60,61,8.037,NEUROSCI BIOBEHAV R,10,0,1,1,0,0,1,1,2,0,1,3,Annual Review of Neuroscience
61,62,2.069,VISION RES,10,0,1,0,1,0,0,0,1,0,0,7,Annual Review of Neuroscience
62,63,4.419,BIOESSAYS,9,0,1,0,1,0,2,1,0,0,0,4,Annual Review of Neuroscience
63,64,11.984,BIOL PSYCHIAT,9,1,1,2,0,1,1,0,0,0,0,3,Annual Review of Neuroscience
64,65,10.557,EMBO J,9,0,1,1,1,0,0,0,0,0,0,6,Annual Review of Neuroscience
65,66,3.961,ENDOCRINOLOGY,9,0,1,1,0,0,0,0,1,0,0,6,Annual Review of Neuroscience
66,67,1.606,J COMPUT NEUROSCI,9,0,0,0,0,1,0,1,0,1,0,6,Annual Review of Neuroscience
67,68,3.392,J NEUROENDOCRINOL,9,0,0,1,0,0,0,3,1,0,0,4,Annual Review of Neuroscience
68,69,3.842,NEUROGASTROENT MOTIL,9,0,2,0,3,3,0,1,0,0,0,0,Annual Review of Neuroscience
69,70,3.174,PROG BRAIN RES,9,0,1,0,0,0,0,1,0,0,0,7,Annual Review of Neuroscience
70,71,4.277,ANN NY ACAD SCI,8,0,0,0,0,0,0,0,0,2,1,5,Annual Review of Neuroscience
71,72,23.290,CELL STEM CELL,8,0,2,0,0,3,1,1,1,0,0,0,Annual Review of Neuroscience
72,73,3.262,DEV BIOL,8,0,0,0,0,0,0,0,0,0,0,8,Annual Review of Neuroscience
73,74,2.073,FRONT COMPUT NEUROSC,8,0,0,1,3,0,0,2,1,0,0,1,Annual Review of Neuroscience
74,75, ,FRONT SYST NEUROSCI,8,0,2,1,1,0,0,3,1,0,0,0,Annual Review of Neuroscience
75,76,2.668,J NEUROSCI METH,8,0,1,1,3,1,0,0,1,0,0,1,Annual Review of Neuroscience
76,77,4.319,J NEUROSURG,8,2,0,0,0,1,0,0,0,1,1,3,Annual Review of Neuroscience
77,78,3.355,J R SOC INTERFACE,8,0,0,2,3,1,0,0,2,0,0,0,Annual Review of Neuroscience
78,79,2.159,NEUROSCI LETT,8,0,0,4,0,1,0,0,0,0,0,3,Annual Review of Neuroscience
79,80,2.538,PHARMACOL BIOCHEM BE,8,0,0,0,0,0,0,0,0,1,1,6,Annual Review of Neuroscience
80,81,5.540,PLOS GENET,8,0,0,1,2,0,3,0,0,1,0,1,Annual Review of Neuroscience
81,82, ,ARCH GEN PSYCHIAT,7,0,0,0,0,0,0,0,1,0,1,5,Annual Review of Neuroscience
82,83,4.231,BRAIN STRUCT FUNCT,7,2,1,0,1,0,0,0,3,0,0,0,Annual Review of Neuroscience
83,84,3.906,J BIOL RHYTHM,7,0,0,0,0,1,1,1,0,1,0,3,Annual Review of Neuroscience
84,85,13.251,J CLIN INVEST,7,0,0,1,0,1,0,1,3,0,0,1,Annual Review of Neuroscience
85,86,1.266,NEUROREPORT,7,0,0,0,0,0,0,0,0,1,0,6,Annual Review of Neuroscience
86,87,4.847,P ROY SOC B-BIOL SCI,7,0,1,0,0,2,0,4,0,0,0,0,Annual Review of Neuroscience
87,88, ,PSYCHOL SCI,7,0,1,1,1,0,1,0,0,0,0,3,Annual Review of Neuroscience
88,89,4.731,PSYCHONEUROENDOCRINO,7,0,0,1,1,1,1,0,0,0,0,3,Annual Review of Neuroscience
89,90,8.855,AM J HUM GENET,6,0,0,0,1,0,0,0,0,0,0,5,Annual Review of Neuroscience
90,91,3.495,BIOPHYS J,6,0,0,0,0,0,1,0,0,1,0,4,Annual Review of Neuroscience
91,92,1.650,BRAIN BEHAV EVOLUT,6,0,0,0,0,1,0,1,0,0,0,4,Annual Review of Neuroscience
92,93,5.413,DEVELOPMENT,6,0,0,0,0,1,0,1,0,0,0,4,Annual Review of Neuroscience
93,94,3.496,GENES BRAIN BEHAV,6,0,1,0,0,0,0,0,0,1,1,3,Annual Review of Neuroscience
94,95,3.468,J COGNITIVE NEUROSCI,6,0,0,0,0,1,2,2,0,0,0,1,Annual Review of Neuroscience
95,96, ,J NEUROBIOL,6,0,0,0,0,0,0,0,0,0,0,6,Annual Review of Neuroscience
96,97,4.609,J NEUROCHEM,6,0,0,2,0,0,0,0,1,0,0,3,Annual Review of Neuroscience
97,98, ,J PERS SOC PSYCHOL,6,0,0,0,0,0,0,0,0,0,0,6,Annual Review of Neuroscience
98,99,53.254,LANCET,6,0,0,2,0,0,0,0,1,0,0,3,Annual Review of Neuroscience
99,100,32.621,NAT MED,6,0,1,1,1,0,0,1,1,0,0,1,Annual Review of Neuroscience
0,1, ,ALL Journals,9470,51,558,932,969,955,798,744,689,586,495,2693,Autophagy
1,2, ,ALL OTHERS (579),579,1,39,73,71,60,54,32,32,30,21,166,Autophagy
2,3,11.100,AUTOPHAGY,679,3,82,75,99,61,69,61,54,44,51,80,Autophagy
3,4,4.011,J BIOL CHEM,460,0,9,18,19,18,32,25,37,26,24,252,Autophagy
4,5,41.577,NATURE,326,0,7,31,18,36,19,18,16,16,41,124,Autophagy
5,6,31.398,CELL,298,1,6,8,19,32,28,31,42,20,21,90,Autophagy
6,7,9.504,P NATL ACAD SCI USA,254,0,9,16,15,14,21,21,23,14,18,103,Autophagy
7,8,8.784,J CELL BIOL,240,0,9,10,14,25,8,12,22,6,25,109,Autophagy
8,9,41.058,SCIENCE,204,0,5,11,4,11,16,42,12,13,9,81,Autophagy
9,10,19.064,NAT CELL BIOL,192,1,4,27,8,24,8,23,31,16,14,36,Autophagy
10,11,2.766,PLOS ONE,152,2,5,15,29,28,29,17,13,8,5,1,Autophagy
11,12,10.557,EMBO J,147,2,5,12,3,11,14,17,10,7,4,62,Autophagy
12,13,14.248,MOL CELL,140,2,11,23,25,9,9,13,11,20,7,10,Autophagy
13,14,3.512,MOL BIOL CELL,119,0,0,5,7,6,7,1,5,15,22,51,Autophagy
14,15,4.401,J CELL SCI,104,0,2,7,8,20,15,5,2,5,2,38,Autophagy
15,16,9.130,CANCER RES,103,0,0,3,9,10,9,4,7,7,7,47,Autophagy
16,17,35.612,NAT REV MOL CELL BIO,93,0,1,4,7,10,5,10,1,12,5,38,Autophagy
17,18,13.251,J CLIN INVEST,82,0,2,24,9,6,4,4,6,4,4,19,Autophagy
18,19,8.000,CELL DEATH DIFFER,80,1,3,11,8,9,2,5,4,16,1,20,Autophagy
19,20,3.813,MOL CELL BIOL,78,0,3,3,1,3,6,2,5,4,4,47,Autophagy
20,21,2.559,BIOCHEM BIOPH RES CO,69,0,8,4,8,9,8,6,5,5,4,12,Autophagy
21,22,4.902,HUM MOL GENET,68,0,3,9,4,6,5,7,3,6,5,20,Autophagy
22,23,12.353,NAT COMMUN,66,0,10,20,21,13,2,0,0,0,0,0,Autophagy
23,24,9.616,DEV CELL,63,1,2,11,6,2,3,7,0,6,5,20,Autophagy
24,25,2.999,FEBS LETT,62,0,5,2,3,4,1,2,23,0,1,21,Autophagy
25,26,9.462,GENE DEV,62,0,3,3,1,7,2,7,3,1,4,31,Autophagy
26,27, ,ONCOTARGET,62,1,20,26,11,3,1,0,0,0,0,0,Autophagy
27,28,6.854,ONCOGENE,59,0,4,8,3,10,2,4,5,2,3,18,Autophagy
28,29,18.564,TRENDS CELL BIOL,54,0,13,10,7,1,4,4,7,1,1,6,Autophagy
29,30,20.565,CELL METAB,51,0,4,1,12,3,3,7,5,2,6,8,Autophagy
30,31,5.971,J NEUROSCI,50,0,1,3,7,5,3,5,1,4,3,18,Autophagy
31,32,42.784,NAT REV CANCER,50,0,2,2,4,2,9,0,4,1,4,22,Autophagy
32,33,4.539,J IMMUNOL,49,0,2,8,4,2,4,6,3,6,2,12,Autophagy
33,34,11.561,NUCLEIC ACIDS RES,49,1,5,6,4,7,2,6,0,2,3,13,Autophagy
34,35,19.734,IMMUNITY,46,0,2,6,3,10,2,3,3,3,1,13,Autophagy
35,36,4.122,SCI REP-UK,46,3,14,14,5,7,3,0,0,0,0,0,Autophagy
36,37,10.199,CLIN CANCER RES,45,0,2,5,4,4,6,5,2,8,2,7,Autophagy
37,38,3.857,BIOCHEM J,44,1,2,0,6,3,8,0,2,1,3,18,Autophagy
38,39,32.621,NAT MED,44,0,0,3,1,10,2,4,2,6,0,16,Autophagy
39,40,22.844,CANCER CELL,42,0,2,2,8,4,1,0,2,3,1,19,Autophagy
40,41,17.872,CELL HOST MICROBE,41,0,2,2,7,0,12,4,3,8,0,3,Autophagy
41,42,10.015,CURR OPIN CELL BIOL,41,0,2,1,1,2,0,3,23,1,1,7,Autophagy
42,43,21.809,NAT IMMUNOL,40,0,3,1,4,2,6,6,2,7,4,5,Autophagy
43,44,79.260,NEW ENGL J MED,40,0,3,1,1,10,1,3,1,0,3,17,Autophagy
44,45,15.393,CELL RES,39,0,0,2,26,4,2,2,0,1,0,2,Autophagy
45,46,14.319,NEURON,37,0,0,3,4,6,1,5,1,1,1,15,Autophagy
46,47,4.651,BBA-MOL CELL RES,36,0,1,2,4,5,4,3,1,7,2,7,Autophagy
47,48,5.638,CELL DEATH DIS,36,1,3,9,6,8,4,2,3,0,0,0,Autophagy
48,49,14.079,HEPATOLOGY,36,0,0,3,10,1,5,6,3,0,2,6,Autophagy
49,50,4.368,J VIROL,36,0,1,3,4,8,2,4,2,1,0,11,Autophagy
50,51,6.158,PLOS PATHOG,36,1,1,9,4,9,2,3,1,4,2,0,Autophagy
51,52,3.304,CELL CYCLE,35,0,2,4,3,5,4,5,2,5,0,5,Autophagy
52,53,8.749,EMBO REP,34,2,0,0,6,6,0,1,4,1,7,7,Autophagy
53,54,8.032,CELL REP,33,1,11,6,9,5,1,0,0,0,0,0,Autophagy
54,55,9.251,CURR BIOL,31,0,1,0,4,4,4,1,2,1,1,13,Autophagy
55,56,4.400,TRAFFIC,31,0,0,2,2,3,1,2,2,0,3,16,Autophagy
56,57,26.360,J CLIN ONCOL,30,0,0,3,0,1,3,4,1,2,1,15,Autophagy
57,58,4.894,J MOL BIOL,30,0,6,2,0,0,0,3,0,0,1,18,Autophagy
58,59,5.236,MOL CELL PROTEOMICS,29,0,0,2,1,5,9,1,0,0,5,6,Autophagy
59,60,19.912,NAT NEUROSCI,29,0,2,0,3,2,2,4,5,2,0,9,Autophagy
60,61,6.721,CELL MOL LIFE SCI,28,2,3,6,0,3,3,2,1,3,3,2,Autophagy
61,62,5.540,PLOS GENET,28,0,0,10,2,6,2,1,1,1,3,2,Autophagy
62,63,20.773,GASTROENTEROLOGY,27,0,2,3,4,4,6,1,5,0,0,2,Autophagy
63,64,4.609,J NEUROCHEM,26,0,5,0,1,0,0,3,1,4,1,11,Autophagy
64,65,27.125,NAT GENET,26,0,0,0,0,2,0,2,0,1,2,19,Autophagy
65,66,15.678,TRENDS BIOCHEM SCI,26,0,1,4,9,2,1,3,1,0,1,4,Autophagy
66,67,4.410,CELL MICROBIOL,25,0,1,1,4,1,6,3,1,0,4,4,Autophagy
67,68,4.505,J LIPID RES,25,0,0,0,2,2,2,1,2,1,3,12,Autophagy
68,69,12.423,NAT PROTOC,25,1,1,1,4,4,1,1,0,3,3,6,Autophagy
69,70,15.211,CIRC RES,24,0,0,7,1,0,3,2,5,1,0,5,Autophagy
70,71,6.020,FREE RADICAL BIO MED,24,0,2,0,1,4,0,7,1,1,0,8,Autophagy
71,72,41.982,NAT REV IMMUNOL,24,1,4,1,2,7,0,2,0,0,2,5,Autophagy
72,73,6.530,ANTIOXID REDOX SIGN,23,0,0,2,5,1,5,6,0,1,0,3,Autophagy
73,74,2.997,BIOCHEMISTRY-US,23,1,0,0,0,0,0,1,4,0,3,14,Autophagy
74,75,3.309,EXP CELL RES,23,0,0,4,2,4,2,1,2,2,2,4,Autophagy
75,76,1.984,METHOD ENZYMOL,23,0,0,0,1,0,0,0,0,12,4,6,Autophagy
76,77,32.635,NAT REV NEUROSCI,23,0,3,3,1,2,1,2,1,1,0,9,Autophagy
77,78,3.125,BRAIN RES,22,0,3,2,2,0,2,0,1,5,0,7,Autophagy
78,79,7.273,DIABETES,22,1,1,0,0,3,1,1,0,1,1,13,Autophagy
79,80,10.790,J EXP MED,22,0,0,1,1,1,1,2,0,0,0,16,Autophagy
80,81,50.167,NAT REV DRUG DISCOV,22,0,1,1,2,1,7,0,3,1,1,5,Autophagy
81,82,24.373,CANCER DISCOV,21,0,0,5,9,4,3,0,0,0,0,0,Autophagy
82,83,5.595,FASEB J,21,0,2,2,0,1,1,3,1,1,1,9,Autophagy
83,84,15.132,BLOOD,20,0,1,2,1,1,4,2,2,1,2,4,Autophagy
84,85,3.247,INT J BIOCHEM CELL B,20,0,2,3,3,0,2,0,1,0,0,9,Autophagy
85,86, ,METHOD MOL BIOL,20,1,0,1,4,4,3,2,1,1,0,3,Autophagy
86,87,13.333,NAT STRUCT MOL BIOL,20,0,0,3,5,6,2,2,1,0,0,1,Autophagy
87,88,20.154,ANNU REV BIOCHEM,19,0,1,2,0,0,4,3,0,3,1,5,Autophagy
88,89,5.108,BBA-MOL BASIS DIS,19,1,0,4,1,3,4,0,0,1,2,3,Autophagy
89,90,7.616,ELIFE,19,2,3,5,7,2,0,0,0,0,0,0,Autophagy
90,91,3.950,J PROTEOME RES,19,0,1,0,6,1,2,0,2,4,0,3,Autophagy
91,92,6.378,SCI SIGNAL,19,0,2,0,2,3,6,0,3,3,0,0,Autophagy
92,93,15.876,ACTA NEUROPATHOL,18,0,3,1,2,3,4,2,1,1,0,1,Autophagy
93,94,5.481,BIOINFORMATICS,18,0,0,3,1,0,2,0,2,4,0,6,Autophagy
94,95,6.491,CANCER LETT,18,0,2,7,0,1,1,2,0,3,1,1,Autophagy
95,96,4.454,NEUROBIOL AGING,18,0,0,1,6,2,2,1,0,0,0,6,Autophagy
96,97,8.806,BIOMATERIALS,17,0,3,3,2,3,3,0,1,1,0,1,Autophagy
97,98,18.881,CIRCULATION,17,0,2,2,2,0,3,2,0,2,0,4,Autophagy
98,99,4.530,FEBS J,17,1,2,3,1,1,0,1,3,3,0,2,Autophagy
99,100,4.075,GENETICS,17,0,0,1,0,1,0,2,0,0,0,13,Autophagy
0,1, ,ALL Journals,7629,149,446,507,469,497,431,412,335,341,310,3732,BEHAVIORAL AND BRAIN SCIENCES
1,2, ,ALL OTHERS (1793),1793,47,105,110,93,95,74,74,46,72,43,1034,BEHAVIORAL AND BRAIN SCIENCES
2,3, ,J PERS SOC PSYCHOL,208,2,3,6,6,4,5,17,3,4,3,155,BEHAVIORAL AND BRAIN SCIENCES
3,4, ,PSYCHOL SCI,151,1,7,9,10,20,10,7,12,8,9,58,BEHAVIORAL AND BRAIN SCIENCES
4,5, ,COGNITION,121,0,6,11,6,11,7,9,6,8,13,44,BEHAVIORAL AND BRAIN SCIENCES
5,6,41.058,SCIENCE,113,0,1,6,9,11,7,7,3,4,6,59,BEHAVIORAL AND BRAIN SCIENCES
6,7,9.504,P NATL ACAD SCI USA,105,0,6,12,8,6,12,12,6,12,8,23,BEHAVIORAL AND BRAIN SCIENCES
7,8,2.766,PLOS ONE,94,3,5,15,18,13,22,7,5,4,1,1,BEHAVIORAL AND BRAIN SCIENCES
8,9,7.230,PSYCHOL REV,92,1,0,0,1,5,1,2,5,4,1,72,BEHAVIORAL AND BRAIN SCIENCES
9,10,15.557,TRENDS COGN SCI,80,0,5,5,8,4,5,5,7,6,2,33,BEHAVIORAL AND BRAIN SCIENCES
10,11,15.071,BEHAV BRAIN SCI,78,1,3,4,4,12,4,3,4,5,2,36,BEHAVIORAL AND BRAIN SCIENCES
11,12, ,FRONT PSYCHOL,74,5,9,17,17,16,5,3,2,0,0,0,BEHAVIORAL AND BRAIN SCIENCES
12,13,13.250,PSYCHOL BULL,74,0,0,4,1,1,0,7,0,4,4,53,BEHAVIORAL AND BRAIN SCIENCES
13,14,41.577,NATURE,69,0,3,5,1,1,1,0,2,0,2,54,BEHAVIORAL AND BRAIN SCIENCES
14,15, ,DEVELOPMENTAL SCI,60,3,3,4,5,5,3,4,5,3,0,25,BEHAVIORAL AND BRAIN SCIENCES
15,16,2.829,J MEM LANG,60,2,11,1,4,1,5,2,2,0,4,28,BEHAVIORAL AND BRAIN SCIENCES
16,17,3.104,COGNITIVE PSYCHOL,56,1,1,1,3,1,3,1,4,2,0,39,BEHAVIORAL AND BRAIN SCIENCES
17,18, ,DEV PSYCHOL,53,1,4,0,2,4,6,3,1,1,3,28,BEHAVIORAL AND BRAIN SCIENCES
18,19,2.069,VISION RES,53,0,3,1,2,2,0,5,4,2,3,31,BEHAVIORAL AND BRAIN SCIENCES
19,20, ,J EXP SOC PSYCHOL,52,1,2,0,1,2,7,2,8,4,1,24,BEHAVIORAL AND BRAIN SCIENCES
20,21,4.847,P ROY SOC B-BIOL SCI,51,0,1,6,3,5,5,5,3,0,2,21,BEHAVIORAL AND BRAIN SCIENCES
21,22,2.289,J EXP PSYCHOL HUMAN,50,0,5,4,6,2,4,3,1,0,2,23,BEHAVIORAL AND BRAIN SCIENCES
22,23,3.623,EVOL HUM BEHAV,48,0,1,4,7,5,1,2,0,3,5,20,BEHAVIORAL AND BRAIN SCIENCES
23,24,14.319,NEURON,48,0,0,4,0,5,6,2,5,1,2,23,BEHAVIORAL AND BRAIN SCIENCES
24,25,2.266,J VISION,47,0,3,4,3,11,4,2,4,5,5,6,BEHAVIORAL AND BRAIN SCIENCES
25,26,5.971,J NEUROSCI,45,0,3,6,2,2,8,1,3,0,3,17,BEHAVIORAL AND BRAIN SCIENCES
26,27, ,CHILD DEV,44,1,2,1,1,1,1,4,2,1,2,28,BEHAVIORAL AND BRAIN SCIENCES
27,28,5.666,PHILOS T R SOC B,44,0,4,1,5,4,6,7,2,4,1,10,BEHAVIORAL AND BRAIN SCIENCES
28,29, ,PERS SOC PSYCHOL B,43,0,0,0,1,0,1,8,2,1,3,27,BEHAVIORAL AND BRAIN SCIENCES
29,30, ,PERCEPT PSYCHOPHYS,42,0,0,0,0,0,0,0,0,0,1,41,BEHAVIORAL AND BRAIN SCIENCES
30,31, ,CURR DIR PSYCHOL SCI,41,1,0,7,1,5,4,3,1,0,2,17,BEHAVIORAL AND BRAIN SCIENCES
31,32, ,COGNITIVE SCI,40,3,1,1,3,2,1,1,5,3,3,17,BEHAVIORAL AND BRAIN SCIENCES
