Cited Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
1121,2.055,J WILDLIFE MANAGE,113,0,7,23,24,25,11,11,4,5,3,0
1122,20.265,NAT REV ENDOCRINOL,113,0,3,29,23,24,15,9,1,4,1,4
1123,5.454,OSTEOARTHR CARTILAGE,113,1,8,23,20,28,14,6,6,1,6,0
1124,2.457,PROTOPLASMA,113,0,3,19,22,29,13,14,6,3,3,1
1125,9.655,THORAX,113,1,13,17,21,22,18,7,9,2,3,0
1126,2.069,WATER-SUI,113,4,11,25,30,15,15,8,1,1,0,3
1127,4.485,BIOCONJUGATE CHEM,112,1,10,22,22,20,15,9,9,2,1,1
1128,3.317,BMC MED GENOMICS,112,0,5,7,32,25,10,11,8,7,4,3
1129,3.718,CELL CALCIUM,112,0,7,14,22,19,23,11,6,3,4,3
1130,4.461,DNA REPAIR,112,0,6,15,15,23,20,14,9,9,1,0
1131,6.434,J HAZARD MATER,112,2,8,21,28,26,15,3,3,2,3,1
1132,47.661,JAMA-J AM MED ASSOC,112,3,24,20,22,20,14,4,4,0,1,0
1133,2.645,MINI-REV MED CHEM,112,0,4,14,25,25,25,9,5,4,1,0
1134,3.226,MITOCHONDRION,112,0,9,12,20,21,14,20,7,4,3,2
1135,5.311,SCI DATA,112,2,13,19,13,16,18,17,5,3,4,2
1136,15.557,TRENDS COGN SCI,112,4,10,14,7,25,23,10,9,6,4,0
1137,12.149,TRENDS PLANT SCI,112,2,6,31,21,16,12,15,6,0,1,2
1138,1.721,B ENTOMOL RES,111,0,6,14,19,27,24,12,8,0,1,0
1139,1.453,EUR J WILDLIFE RES,111,1,12,18,28,21,12,8,4,5,1,1
1140,4.990,HUM REPROD,111,1,9,24,19,12,19,12,6,4,1,4
1141,4.237,J VIRAL HEPATITIS,111,2,8,18,28,17,21,8,5,3,1,0
1142,3.789,LANGMUIR,111,2,12,14,14,27,14,16,6,1,1,4
1143,2.564,MAGN RESON IMAGING,111,0,3,16,18,28,28,10,6,1,1,0
1144,7.674,METAB ENG,111,0,10,12,27,21,9,11,5,7,7,2
1145,3.077,MOL CELLS,111,2,5,14,20,22,11,17,6,3,7,4
1146,3.118,PSYCHOPHYSIOLOGY,111,0,4,9,22,20,25,14,4,6,7,0
1147,5.245,RHEUMATOLOGY,111,0,10,18,16,27,19,7,6,4,1,3
1148,5.239,CRIT REV BIOTECHNOL,110,0,1,17,27,21,17,14,6,3,2,2
1149,4.542,EUR J PREV CARDIOL,110,1,19,26,20,18,10,11,2,1,0,2
1150,2.843,EUR J RADIOL,110,2,24,20,35,16,9,2,2,0,0,0
1151,3.131,FRONT NEURAL CIRCUIT,110,2,4,3,22,31,10,13,12,6,4,3
1152,1.121,FUTURE VIROL,110,2,12,7,16,30,16,15,5,2,3,2
1153,2.428,IEEE ACM T COMPUT BI,110,0,0,1,17,27,19,23,9,7,4,3
1154,4.347,INFLAMM BOWEL DIS,110,3,7,23,18,13,21,8,8,4,3,2
1155,2.342,MEDCHEMCOMM,110,1,11,18,23,15,23,11,2,4,2,0
1156,3.318,NUTR METAB CARDIOVAS,110,0,11,20,33,18,13,9,5,1,0,0
1157,2.276,OCEAN COAST MANAGE,110,1,7,13,25,22,14,12,14,1,1,0
1158,2.571,CELL STRESS CHAPERON,109,1,11,21,14,19,15,13,8,5,0,2
1159,2.505,CLIN INTERV AGING,109,2,16,30,23,22,10,2,2,2,0,0
1160,2.939,EUR J CELL BIOL,109,0,9,12,13,20,19,15,8,9,1,3
1161,,HORM MOL BIOL CLIN I,109,1,11,15,15,23,25,14,5,0,0,0
1162,2.990,INFLAMM RES,109,2,8,14,14,24,21,10,8,5,2,1
1163,2.419,J CHEM ECOL,109,1,10,12,10,24,21,8,11,3,7,2
1164,4.319,J NEUROSURG,109,0,3,20,22,26,16,12,5,2,1,2
1165,8.136,MATRIX BIOL,109,0,4,17,19,22,20,9,3,6,5,4
1166,2.782,PHYSIOL GENOMICS,109,2,9,18,17,19,15,18,5,5,1,0
1167,5.844,WIRES RNA,109,0,10,17,22,11,17,10,11,1,5,5
1168,12.764,ALZHEIMERS DEMENT,108,1,4,27,26,22,7,12,4,3,1,1
1169,9.808,ANNU REV MICROBIOL,108,0,10,16,11,26,12,14,9,5,4,1
1170,5.158,CLIN EXP ALLERGY,108,0,4,29,15,19,20,8,6,1,5,1
1171,3.201,CLIN EXP RHEUMATOL,108,3,25,21,14,18,9,8,4,2,2,2
1172,2.341,DIAGN MICR INFEC DIS,108,1,12,24,27,22,12,7,1,1,0,1
1173,8.749,EMBO REP,108,0,6,11,25,20,14,13,4,7,5,3
1174,5.067,EPILEPSIA,108,2,12,17,17,19,18,11,6,2,1,3
1175,3.298,INT J MED MICROBIOL,108,2,9,12,10,15,19,17,8,5,8,3
1176,2.835,J ASSOC INF SCI TECH,108,0,1,17,18,26,15,17,8,4,0,2
1177,6.754,J INTERN MED,108,1,13,15,21,20,19,5,5,4,5,0
1178,2.379,J SCI FOOD AGR,108,2,5,19,19,28,24,6,3,0,1,1
1179,1.266,NEUROREPORT,108,1,10,10,18,20,20,14,7,4,3,1
1180,2.685,ZOOL J LINN SOC-LOND,108,0,4,15,17,13,20,19,10,4,4,2
1181,2.574,BRAIN COGNITION,107,0,4,13,20,16,22,12,9,4,5,2
1182,3.384,BRIT J OPHTHALMOL,107,0,12,29,24,17,17,3,3,0,0,2
1183,1.928,CRETACEOUS RES,107,1,8,13,18,26,15,13,6,6,1,0
1184,1.987,ECOTOXICOLOGY,107,1,7,23,21,27,14,8,4,2,0,0
1185,4.376,ENVIRON HEALTH-GLOB,107,3,10,23,21,18,17,5,6,1,1,2
1186,,J AUTISM DEV DISORD,107,0,6,14,15,24,25,13,3,3,3,1
1187,35.724,NAT BIOTECHNOL,107,2,10,12,20,16,18,18,4,5,2,0
1188,2.590,REV NEUROSCIENCE,107,1,3,18,21,22,18,13,6,2,1,2
1189,1.373,ANAT REC,106,1,7,23,14,25,11,13,4,3,2,3
1190,10.250,ANN NEUROL,106,2,12,11,14,19,18,14,11,3,0,2
1191,1.846,BIOTECHNOL LETT,106,1,7,18,22,22,15,10,2,4,5,0
1192,1.372,CELL MOL BIOL,106,1,10,20,18,24,18,4,4,6,0,1
1193,2.084,CNS NEUROL DISORD-DR,106,1,6,11,22,27,13,12,6,2,3,3
1194,4.148,COMPUT STRUCT BIOTEC,106,0,11,14,21,17,13,7,6,8,7,2
1195,3.186,NEUROTOX RES,106,3,6,8,18,21,25,5,9,5,4,2
1196,2.787,PHARMACOL REP,106,2,5,27,27,18,7,11,4,1,2,2
1197,1.338,PROTEIN EXPRES PURIF,106,1,4,18,12,28,13,13,10,4,2,1
1198,1.039,PROTEIN PEPTIDE LETT,106,1,8,16,19,25,14,12,4,4,2,1
1199,1.981,SEX TRANSM DIS,106,3,12,23,15,26,16,3,5,1,2,0
1200,1.782,TREES-STRUCT FUNCT,106,0,9,21,26,24,14,7,3,0,0,2
1201,2.425,ALCOHOL,105,1,10,10,20,22,17,18,5,0,0,2
1202,1.588,ANTON LEEUW INT J G,105,0,5,15,24,20,18,7,5,4,3,4
1203,7.873,ARTHRITIS RHEUMATOL,105,0,15,7,19,24,24,6,6,2,2,0
1204,2.361,BIOL TRACE ELEM RES,105,0,8,14,24,19,23,11,4,2,0,0
1205,22.844,CANCER CELL,105,5,8,13,13,17,13,6,13,8,6,3
1206,9.063,CHEM SCI,105,1,11,24,12,22,13,9,9,2,1,1
1207,5.331,ENDOCR-RELAT CANCER,105,0,12,15,16,15,18,21,3,2,2,1
1208,3.636,EUR J HUM GENET,105,0,3,18,19,22,19,8,7,5,1,3
1209,2.249,GRAEF ARCH CLIN EXP,105,1,16,25,18,22,12,7,1,3,0,0
1210,2.868,INT J PSYCHOPHYSIOL,105,0,4,13,21,20,26,8,3,2,7,1
1211,1.742,J GLAUCOMA,105,4,17,32,23,20,5,3,1,0,0,0
1212,3.885,J NAT PROD,105,1,7,19,17,30,16,10,2,1,1,1
1213,4.402,J PEST SCI,105,0,18,17,23,21,19,3,3,0,1,0
1214,3.230,RESP MED,105,2,14,15,19,21,8,9,10,2,0,5
1215,,TRANSL EPIGENET SER,105,0,0,4,21,21,17,14,9,8,3,8
1216,,ACTA PSYCHOL,104,0,6,9,16,20,17,20,8,3,4,1
1217,4.039,AGR FOREST METEOROL,104,1,8,22,19,31,12,8,2,0,0,1
1218,3.857,ANN SURG ONCOL,104,0,8,16,23,22,22,7,2,3,0,1
1219,1.492,BRAZ J MED BIOL RES,104,0,12,10,26,18,20,12,2,3,0,1
1220,3.838,BRIT J CLIN PHARMACO,104,0,4,14,32,29,8,6,6,4,1,0
1221,2.141,CLIN RHEUMATOL,104,1,15,17,21,15,19,7,5,2,1,1
1222,2.674,COMPUT METH PROG BIO,104,0,11,14,20,25,16,11,4,1,1,1
1223,2.655,CURR DRUG METAB,104,1,7,20,13,26,17,11,4,3,2,0
1224,3.849,IND CROP PROD,104,0,12,28,25,22,10,4,2,0,0,1
1225,1.848,INT J NEUROSCI,104,0,2,16,26,25,20,9,3,1,2,0
1226,3.294,INTEGR BIOL-UK,104,0,6,16,7,22,24,16,5,6,1,1
1227,7.607,J AUTOIMMUN,104,1,9,14,20,19,18,4,9,5,2,3
1228,4.293,NICOTINE TOB RES,104,0,3,24,16,30,11,10,2,7,1,0
1229,3.346,SEX TRANSM INFECT,104,0,14,30,18,21,7,6,4,4,0,0
1230,11.439,TRENDS NEUROSCI,104,1,12,11,11,22,21,12,7,3,1,3
1231,5.414,ACTA NEUROPATHOL COM,103,2,4,10,14,19,16,13,16,4,3,2
1232,3.568,ANTIMICROB RESIST IN,103,2,13,23,15,21,17,9,0,2,0,1
1233,3.883,EXPERT OPIN INV DRUG,103,1,12,16,21,18,17,7,4,3,3,1
1234,3.205,J ANIM SCI BIOTECHNO,103,1,9,25,23,19,10,9,4,3,0,0
1235,2.441,J CHROMATOGR B,103,2,9,17,23,19,13,11,5,1,3,0
1236,2.733,J SPORT SCI,103,0,3,25,29,23,10,8,3,1,0,1
1237,2.924,MICROBES INFECT,103,0,2,9,16,22,19,12,10,6,6,1
1238,21.809,NAT IMMUNOL,103,1,7,13,15,20,18,13,9,1,6,0
1239,2.785,PATIENT EDUC COUNS,103,1,9,23,18,19,17,9,4,2,1,0
1240,13.250,PSYCHOL BULL,103,0,6,19,15,27,17,8,4,5,0,2
1241,7.206,SEMIN IMMUNOL,103,1,11,16,17,22,9,9,7,4,2,5
1242,14.188,TRENDS IMMUNOL,103,0,4,10,16,25,19,12,5,6,5,1
1243,2.580,ACTA PAEDIATR,102,1,8,27,20,19,13,7,3,4,0,0
1244,4.912,ADV ECOL RES,102,0,5,15,13,14,16,21,11,2,2,3
1245,2.170,BMC NEUROL,102,0,8,27,24,23,11,3,3,2,1,0
1246,2.164,HISTOCHEM CELL BIOL,102,0,8,16,19,23,13,13,5,4,1,0
1247,2.577,INT J BIOMETEOROL,102,2,4,18,17,27,12,13,3,1,5,0
1248,2.495,INT J DEV NEUROSCI,102,2,7,9,25,21,17,7,3,4,4,3
1249,3.484,J INFORMETR,102,3,8,14,15,23,10,12,2,5,7,3
1250,4.994,LANDSCAPE URBAN PLAN,102,0,11,16,24,11,17,18,1,2,1,1
1251,1.870,ANIMAL,101,0,5,27,18,19,13,4,8,3,4,0
1252,9.528,ANNU REV PHYTOPATHOL,101,0,12,11,22,21,17,11,4,2,1,0
1253,2.518,BIOMED ENVIRON SCI,101,1,6,18,22,23,10,8,3,6,3,1
1254,6.142,BREAST CANCER RES,101,1,5,21,17,18,17,7,4,8,2,1
1255,1.829,COMPLEXITY,101,5,13,17,17,21,13,4,7,0,2,2
1256,7.179,CURR OPIN STRUC BIOL,101,0,11,17,19,22,8,17,2,3,1,1
1257,,FRONT CARDIOVASC MED,101,4,9,17,21,14,10,4,7,6,6,3
1258,2.872,J CRIT CARE,101,1,8,27,18,21,14,4,1,5,0,2
1259,2.004,J FISH DIS,101,2,10,9,11,26,25,3,10,2,3,0
1260,2.190,J IMMUNOL METHODS,101,3,12,11,19,28,13,4,5,2,2,2
1261,3.657,J SYST EVOL,101,5,11,15,13,16,12,16,6,2,2,3
1262,3.000,KIDNEY BLOOD PRESS R,101,3,12,21,21,27,9,3,3,0,1,1
1263,1.185,PHYTOTAXA,101,1,10,12,15,25,16,17,0,5,0,0
1264,1.844,PLANT MOL BIOL REP,101,0,4,18,26,18,17,11,0,0,6,1
1265,0.505,RUSS J GENET+,101,0,4,20,17,16,13,9,11,6,3,2
1266,2.612,TICKS TICK-BORNE DIS,101,1,7,23,20,15,10,9,4,5,4,3
1267,2.171,VECTOR-BORNE ZOONOT,101,1,8,22,21,25,8,8,4,2,0,2
1268,8.855,AM J HUM GENET,100,1,4,18,14,20,22,9,6,0,4,2
1269,1.531,ANN HUM BIOL,100,0,7,19,17,26,12,7,6,2,3,1
1270,2.442,AUK,100,0,11,10,12,26,14,12,5,3,5,2
1271,5.279,CRIT REV BIOCHEM MOL,100,0,3,9,19,20,16,11,7,7,4,4
1272,5.637,FORENSIC SCI INT-GEN,100,2,9,13,8,20,18,13,5,9,3,0
1273,,GENE REP,100,0,6,8,20,24,16,11,6,3,4,2
1274,2.932,HIV MED,100,0,4,13,24,33,18,1,2,4,1,0
1275,5.583,J CLIN MED,100,3,15,14,15,17,10,13,7,4,1,1
1276,1.014,JPN J INFECT DIS,100,2,7,13,21,25,13,12,6,0,1,0
1277,1.151,PHYSIOL MOL BIOL PLA,100,1,5,16,21,14,27,8,1,2,3,2
1278,2.923,PLANT GENOME-US,100,2,11,8,28,14,15,13,5,1,1,2
1279,3.427,PROG BIOPHYS MOL BIO,100,0,7,13,17,17,15,13,4,8,5,1
1280,6.944,SCHIZOPHRENIA BULL,100,0,2,17,14,23,22,13,4,2,2,1
1281,1.929,AM J INFECT CONTROL,99,2,10,19,19,23,13,9,3,0,0,1
1282,5.831,BIOMATER SCI-UK,99,1,3,20,14,18,18,10,7,5,1,2
1283,2.281,BIOTROPICA,99,0,6,17,18,22,15,4,6,3,5,3
1284,3.574,CURR GENET,99,1,8,5,20,20,21,14,3,1,3,3
1285,3.696,EXPERT REV NEUROTHER,99,3,10,13,22,20,11,7,8,2,3,0
1286,3.740,GEODERMA,99,2,3,22,32,26,9,2,0,1,1,1
1287,,J EXTRACELL VESICLES,99,1,10,15,20,21,10,5,7,4,6,0
1288,3.865,J NEUROENG REHABIL,99,5,14,27,20,18,8,3,3,1,0,0
1289,1.955,J ZOOL,99,0,5,16,20,18,21,8,3,2,3,3
1290,5.872,MOL AUTISM,99,1,8,20,17,13,16,15,3,1,4,1
1291,5.058,AGING DIS,98,0,3,14,21,17,15,15,9,3,0,1
1292,0.620,BIOMEDICA,98,0,2,18,18,23,20,14,0,1,2,0
1293,2.851,BRAIN LANG,98,1,6,10,14,25,20,8,4,5,1,4
1294,6.313,CURR OPIN PHARMACOL,98,4,10,12,16,22,19,7,5,1,2,0
1295,5.980,DIABETES OBES METAB,98,0,10,23,25,15,11,3,4,4,3,0
1296,3.895,ECOL ECON,98,0,9,18,26,17,9,6,3,7,2,1
1297,2.000,EXTREMOPHILES,98,1,7,15,16,23,14,10,6,3,2,1
1298,3.461,IMMUNOTHERAPY-UK,98,0,10,15,21,14,16,12,3,3,3,1
1299,4.396,INDOOR AIR,98,0,3,22,15,14,19,10,7,1,7,0
1300,2.373,J PHYS D APPL PHYS,98,1,3,8,28,15,26,9,2,2,2,2
1301,,LAND USE POLICY,98,3,14,21,12,19,19,7,2,0,1,0
1302,2.328,MAR BIOTECHNOL,98,1,3,14,23,21,23,7,5,1,0,0
1303,2.270,VET COMP ONCOL,98,0,2,15,25,17,18,8,5,4,3,1
1304,4.995,CURR OPIN GENET DEV,97,0,8,13,18,17,10,11,6,10,2,2
1305,4.690,DRUGS,97,4,11,19,20,14,13,6,4,2,4,0
1306,2.963,EXPERT REV GASTROENT,97,0,15,17,31,15,5,7,2,3,0,2
1307,3.496,GENES BRAIN BEHAV,97,0,5,9,15,17,21,12,8,7,1,2
1308,15.008,INTENS CARE MED,97,4,9,22,20,13,13,9,1,4,1,1
1309,5.325,J AM MED DIR ASSOC,97,3,10,25,19,11,15,6,5,1,2,0
1310,2.947,J PSYCHOSOM RES,97,4,13,16,15,21,9,9,2,7,0,1
1311,3.449,MOL HUM REPROD,97,0,6,19,11,20,19,11,8,2,1,0
1312,2.444,OTOLARYNG HEAD NECK,97,0,3,13,29,21,18,9,1,1,1,1
1313,1.324,PHYSIOL RES,97,1,8,15,13,21,15,7,6,6,3,2
1314,1.422,REPROD DOMEST ANIM,97,2,4,23,24,16,15,5,2,3,3,0
1315,3.709,SOFT MATTER,97,1,5,9,11,16,22,14,9,6,2,2
1316,3.373,CANCER BIOL THER,96,2,8,10,19,23,18,11,2,1,2,0
1317,3.127,FIELD CROP RES,96,2,17,24,21,22,8,1,1,0,0,0
1318,1.640,J CLIN NEUROSCI,96,1,6,22,11,24,16,7,5,3,1,0
1319,,J EXP CHILD PSYCHOL,96,0,7,17,17,17,23,9,2,1,1,2
1320,5.294,J NANOBIOTECHNOL,96,2,8,12,20,19,14,10,5,2,2,2
1321,,NAT HUM BEHAV,96,1,8,13,17,18,13,12,6,5,1,2
1322,1.600,STAND GENOMIC SCI,96,1,3,5,13,23,21,7,19,1,2,1
1323,7.030,TRAC-TREND ANAL CHEM,96,3,14,14,26,18,10,2,4,4,0,1
1324,6.048,ADDICTION,95,3,9,18,22,19,13,7,2,2,0,0
1325,4.250,ADV CLIN CHEM,95,0,9,27,18,23,11,2,1,2,2,0
1326,6.493,AM J TRANSPLANT,95,1,15,13,23,19,10,4,5,3,2,0
1327,5.123,ANAL CHIM ACTA,95,1,7,18,18,19,19,7,2,1,1,2
1328,5.592,CELL CHEM BIOL,95,0,11,13,12,23,17,8,3,4,4,0
1329,40.182,CHEM SOC REV,95,1,5,16,15,17,13,10,4,8,5,1
1330,3.460,CONSERV PHYSIOL,95,2,11,17,11,24,13,13,3,1,0,0
1331,,DIABETES METAB SYND,95,4,19,12,20,19,13,3,1,2,1,1
1332,4.345,IMPLEMENT SCI,95,4,10,11,11,20,17,9,8,1,4,0
1333,2.933,INT REV IMMUNOL,95,0,3,10,21,17,14,19,4,4,1,2
1334,2.517,J COMP PHYSIOL B,95,0,4,15,9,22,14,18,3,4,6,0
1335,1.909,MAR MAMMAL SCI,95,0,3,12,17,22,18,11,2,6,3,1
1336,2.277,NEUROSCI RES,95,0,4,13,11,14,18,21,7,5,2,0
1337,2.665,PHYS MED BIOL,95,2,10,14,24,26,11,5,2,1,0,0
1338,7.469,RADIOLOGY,95,0,6,19,29,20,11,7,2,0,0,1
1339,,RSC DRUG DISCOV,95,0,2,15,12,12,24,13,8,5,3,1
1340,3.171,AM J CARDIOL,94,2,16,18,20,23,7,7,1,0,0,0
1341,1.243,ASIAN AUSTRAL J ANIM,94,0,3,17,18,22,11,8,7,3,4,1
1342,15.071,BEHAV BRAIN SCI,94,3,5,15,18,13,22,7,5,4,1,1
1343,2.112,BIOL CONTROL,94,2,10,23,17,11,13,12,3,2,0,1
1344,6.442,CLIN REV ALLERG IMMU,94,0,14,16,16,15,16,6,4,6,1,0
1345,3.495,CNS NEUROSCI THER,94,0,6,14,17,13,18,8,5,7,6,0
1346,3.478,CURR NEUROL NEUROSCI,94,3,10,15,15,21,12,8,4,3,2,1
1347,1.697,ETHOLOGY,94,1,8,12,17,30,8,12,3,0,1,2
1348,2.991,EUR J PAIN,94,0,4,14,23,24,17,7,0,3,2,0
1349,6.875,FRONT NEUROENDOCRIN,94,1,5,13,8,23,17,11,7,5,3,1
1350,3.736,FUNGAL ECOL,94,0,3,15,15,24,17,15,1,1,3,0
1351,3.476,FUNGAL GENET BIOL,94,1,8,12,6,23,22,12,8,1,1,0
1352,4.540,GYNECOL ONCOL,94,0,13,26,16,12,15,5,1,3,2,1
1353,1.249,HIST BIOL,94,0,4,14,18,18,14,14,5,5,0,2
1354,3.368,HORTIC RES-ENGLAND,94,3,7,12,20,20,15,9,3,2,0,3
1355,2.015,J BIOSCI BIOENG,94,1,6,10,18,28,15,8,5,2,1,0
1356,12.511,J CACHEXIA SARCOPENI,94,1,1,18,20,13,20,10,4,2,3,2
1357,4.046,J CLIN PERIODONTOL,94,2,10,23,12,26,10,6,3,1,0,1
1358,21.466,LANCET RESP MED,94,1,7,19,15,20,11,9,7,3,0,2
1359,13.439,MICROBIOL MOL BIOL R,94,3,9,8,11,25,12,10,7,5,2,2
1360,3.681,MOL THER-METH CLIN D,94,0,5,8,18,28,13,7,3,4,4,4
1361,9.384,NEURO-ONCOLOGY,94,0,3,11,21,19,21,9,1,9,0,0
1362,3.155,NEUROSCI BULL,94,0,10,13,14,17,21,9,6,1,1,2
1363,1.392,PLANT BREEDING,94,0,6,10,24,23,14,13,0,3,1,0
1364,8.523,SYST BIOL,94,0,3,11,24,22,17,6,6,3,2,0
1365,2.779,THROMB RES,94,4,11,17,20,21,12,2,4,0,2,1
1366,1.733,ZEBRAFISH,94,2,3,10,18,21,18,12,4,3,3,0
1367,2.134,BMC MED INFORM DECIS,93,3,14,18,22,16,6,4,2,8,0,0
1368,2.083,BRAZ J INFECT DIS,93,1,8,16,15,18,16,11,2,5,1,0
1369,4.936,CELL PROLIFERAT,93,1,6,13,19,23,16,3,6,4,2,0
1370,3.185,CLIN THER,93,7,15,14,18,13,10,6,7,0,1,2
1371,1.684,COMP BIOCHEM PHYS B,93,0,5,5,24,23,16,8,6,3,2,1
1372,2.732,EXP PHYSIOL,93,3,8,15,19,20,15,4,5,1,2,1
1373,,GUT MICROBES,93,1,10,12,13,18,21,8,8,2,0,0
1374,3.125,HUM PATHOL,93,0,10,8,18,29,14,7,2,3,1,1
1375,3.675,J DERMATOL SCI,93,1,6,10,19,20,17,10,5,2,3,0
1376,1.937,J PLANT ECOL,93,0,1,6,18,27,20,12,4,3,1,1
1377,2.687,MAMM GENOME,93,1,11,20,14,20,5,8,7,6,1,0
1378,2.884,MED PHYS,93,3,15,21,22,15,7,2,7,0,0,1
1379,1.918,PHARM BIOL,93,0,1,18,26,17,17,8,4,2,0,0
1380,3.071,TRANSL ONCOL,93,1,5,21,21,15,9,9,8,2,2,0
1381,3.126,ACTA NEUROL SCAND,92,2,7,14,15,16,18,13,2,3,1,1
1382,2.686,ADDICT BEHAV,92,3,7,24,15,22,9,5,3,3,1,0
1383,5.015,ALZHEIMERS RES THER,92,2,7,10,17,22,18,9,4,2,1,0
1384,3.345,BIOL LETTERS,92,1,8,16,14,9,15,13,4,5,5,2
1385,1.227,BIOTECHNOL BIOTEC EQ,92,0,8,20,18,23,7,8,1,3,2,2
1386,8.982,CELL SYST,92,0,3,7,10,22,20,12,9,4,4,1
1387,2.584,CLIN BIOCHEM,92,0,8,21,19,16,14,7,2,2,3,0
1388,3.768,J BIOPHOTONICS,92,0,5,13,18,19,19,11,3,3,1,0
1389,2.022,J GLOB ANTIMICROB RE,92,1,10,25,16,15,12,6,0,4,1,2
1390,1.204,LIVEST SCI,92,0,13,23,21,9,11,3,4,7,0,1
1391,,MES STROM CELLS ASXB,92,0,0,9,14,18,21,6,12,6,4,2
1392,15.162,NAT REV CARDIOL,92,0,10,10,23,16,14,6,5,6,0,2
1393,,SLAS DISCOV,92,0,5,15,16,19,14,11,5,5,2,0
1394,,SPIN MUSC ATR DISXB,92,0,3,10,11,15,9,10,15,7,5,7
1395,7.038,TRENDS CANCER,92,0,11,12,16,13,19,13,2,5,1,0
1396,3.057,ZOOL SCR,92,0,8,15,17,22,9,9,6,1,3,2
1397,6.422,ADV CANCER RES,91,1,0,9,17,26,17,7,6,4,2,2
1398,4.795,AM J OPHTHALMOL,91,2,21,28,18,12,6,3,0,0,0,1
1399,1.243,CAN J MICROBIOL,91,0,5,12,21,21,16,6,4,2,2,2
1400,6.081,CANCER METAST REV,91,2,6,16,15,20,16,6,4,3,3,0
1401,23.290,CELL STEM CELL,91,0,3,7,10,17,15,21,10,5,1,2
1402,7.572,CURR OPIN CHEM BIOL,91,1,14,18,18,18,8,6,0,2,5,1
1403,0.883,CURR SCI INDIA,91,1,5,9,13,18,24,13,2,3,2,1
1404,4.491,EUR J PHARM BIOPHARM,91,2,7,14,17,15,13,10,6,3,3,1
1405,3.436,EXPERT REV CLIN IMMU,91,1,11,11,15,19,15,11,4,2,1,1
1406,1.580,J BASIC MICROB,91,1,6,15,19,24,9,11,2,1,1,2
1407,3.973,J EPIDEMIOL COMMUN H,91,3,7,17,26,10,15,5,3,1,2,2
1408,2.574,J HERED,91,3,6,10,14,15,22,6,6,0,5,4
1409,3.239,J MECH BEHAV BIOMED,91,2,7,9,16,27,17,6,0,6,0,1
1410,3.075,J PHARM SCI-US,91,0,8,15,17,15,17,8,7,3,1,0
1411,2.325,J STRENGTH COND RES,91,0,4,20,23,21,12,4,5,2,0,0
1412,18.964,PHARMACOL REV,91,0,5,10,14,19,13,13,8,2,4,3
1413,4.907,STRUCTURE,91,1,6,14,13,16,13,20,4,3,0,1
1414,3.423,TRANSFUSION,91,0,9,22,14,20,12,6,6,0,2,0
1415,2.734,ANDROLOGY-US,90,0,4,12,26,13,18,6,4,2,2,3
1416,1.869,ANTI-CANCER DRUG,90,0,7,16,20,22,13,4,5,1,1,1
1417,3.537,CLIMATIC CHANGE,90,3,9,19,17,12,15,9,2,3,0,1
1418,13.397,DIABETES CARE,90,4,11,27,20,12,8,2,3,3,0,0
1419,2.073,FRONT COMPUT NEUROSC,90,3,5,9,21,13,14,11,6,2,3,3
1420,3.362,GENE CHROMOSOME CANC,90,0,6,21,12,20,16,9,4,2,0,0
1421,2.278,HEALTH QUAL LIFE OUT,90,4,22,18,14,13,11,6,1,1,0,0
1422,1.514,IRAN J BASIC MED SCI,90,1,2,13,27,14,17,5,3,3,2,3
1423,4.899,J THROMB HAEMOST,90,2,13,13,15,18,16,7,2,3,0,1
1424,13.843,NAT CHEM BIOL,90,0,2,13,12,24,15,17,2,2,2,1
1425,5.530,OCUL SURF,90,0,4,16,17,19,19,10,3,2,0,0
1426,7.479,OPHTHALMOLOGY,90,4,16,21,20,17,7,3,0,1,1,0
1427,2.646,PEDIATR BLOOD CANCER,90,0,13,18,14,16,16,5,4,1,3,0
1428,2.627,PEDIATR NEPHROL,90,0,7,16,26,16,15,3,4,1,0,2
1429,,VET WORLD,90,1,10,16,17,14,14,10,1,3,1,3
1430,2.264,AM J MED GENET A,89,2,9,13,15,13,18,10,4,4,0,1
1431,2.236,ARCH GYNECOL OBSTET,89,0,8,16,19,16,19,3,4,3,1,0
1432,,BIOMEDICINES,89,1,7,8,11,24,12,11,9,6,0,0
1433,2.605,BMC BIOTECHNOL,89,1,6,16,8,11,19,12,5,8,2,1
1434,1.543,DIS AQUAT ORGAN,89,1,5,14,13,27,13,12,2,1,1,0
1435,2.885,ENV MICROBIOL REP,89,0,7,4,28,16,14,11,3,3,2,1
1436,2.600,EPILEPSY BEHAV,89,0,5,21,20,17,8,12,3,1,1,1
1437,4.621,EUR J NEUROL,89,1,4,24,18,15,18,5,2,2,0,0
1438,,FACETS,89,5,11,18,16,13,9,6,4,2,4,1
1439,3.664,GLYCOBIOLOGY,89,0,8,9,18,14,12,12,6,8,1,1
1440,3.795,IMMUNOL CELL BIOL,89,1,10,12,9,21,11,12,8,3,1,1
1441,3.484,J GEOPHYS RES-BIOGEO,89,4,5,13,19,26,10,6,4,1,1,0
1442,3.774,MOL GENET METAB,89,1,10,19,9,16,16,8,5,2,0,3
1443,3.607,ORPHANET J RARE DIS,89,2,13,9,16,13,18,7,6,2,1,2
1444,5.347,P NUTR SOC,89,0,10,16,18,17,10,10,5,3,0,0
