Cited Journal Data: J NEUROSCI,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
331,2.339,MULTISENS RES,78,0,3,4,4,7,1,7,4,10,2,36
332,16.710,SCI TRANSL MED,77,0,2,3,9,10,6,6,3,7,3,28
333,3.091,HEADACHE,76,0,1,4,1,9,2,7,8,7,2,35
334,1.500,ACTA NEUROBIOL EXP,75,1,1,1,2,4,2,2,2,6,5,49
335,3.394,BIOCHEM SOC T,75,0,11,2,3,6,11,4,5,7,3,23
336,,CER CORT NEUR NEURXB,75,0,0,2,7,5,3,6,2,9,3,38
337,,WIRES COGN SCI,75,0,0,1,6,8,5,4,6,5,6,34
338,2.757,J PHYSIOL SCI,74,1,1,2,0,3,3,3,9,1,7,44
339,3.315,STEM CELLS DEV,74,0,1,4,1,7,2,3,4,5,4,43
340,3.730,BMC GENOMICS,73,0,2,3,4,6,4,7,5,5,9,28
341,3.886,CEPHALALGIA,73,0,0,5,2,4,1,9,5,7,1,39
342,2.064,EVID-BASED COMPL ALT,73,0,6,4,2,1,1,6,3,5,5,40
343,3.256,J APPL PHYSIOL,73,1,1,4,5,5,1,5,3,5,3,40
344,1.151,J INDIAN I SCI,73,2,1,4,4,7,2,5,1,3,4,40
345,2.997,BIOCHEMISTRY-US,72,2,2,1,2,6,2,4,7,2,4,40
346,5.500,CELL PHYSIOL BIOCHEM,72,0,0,6,3,5,7,4,3,4,7,33
347,3.865,J NEUROENG REHABIL,72,1,1,2,3,2,8,6,7,3,3,36
348,,P ANN INT IEEE EMBS,72,1,1,8,5,1,4,2,6,9,6,29
349,2.575,SOC NEUROSCI-UK,72,0,0,2,1,5,7,6,9,10,3,29
350,2.217,BIOL OPEN,71,1,1,1,2,2,5,6,3,3,4,43
351,,DEV PSYCHOPATHOL,71,0,2,3,4,9,6,1,9,6,6,25
352,2.952,NEUROMOL MED,71,0,1,6,4,3,4,5,8,3,3,34
353,3.016,AM J MED GENET B,70,0,0,5,2,5,5,5,7,8,5,28
354,,HDB CANN REL PATHXB,70,0,0,1,3,2,4,2,0,3,6,49
355,2.784,INT J MOL MED,70,0,0,3,4,4,5,5,2,4,5,38
356,3.664,J NEUROIMMUNE PHARM,70,0,1,5,3,2,3,8,2,3,4,39
357,,NEG AFF STAT COGNXB,70,0,0,1,4,4,3,5,5,5,3,40
358,2.195,NEUROPSYCH DIS TREAT,70,0,5,4,4,3,5,2,2,7,4,34
359,11.511,SCI ADV,70,0,2,1,9,6,6,5,4,3,6,28
360,5.770,BMC BIOL,69,0,3,3,5,7,7,5,5,3,5,26
361,3.487,CELL SIGNAL,69,0,1,3,5,3,3,2,5,5,6,36
362,23.290,CELL STEM CELL,69,0,1,6,12,4,3,6,3,4,5,25
363,,EX FUNCT HLTH DISXB,69,0,2,2,9,3,4,8,4,5,0,32
364,2.285,NEUROL SCI,69,0,1,3,3,5,2,7,3,5,2,38
365,2.811,NEUROTOXICOL TERATOL,69,0,1,1,2,5,0,1,6,3,4,46
366,,BIOM NEUR DIS MECHXB,68,0,3,3,6,3,2,8,6,1,7,29
367,1.771,P JPN ACAD B-PHYS,68,0,0,3,3,4,2,3,6,5,7,35
368,,TRANSL EPIGENET SER,68,0,2,8,3,2,5,5,5,6,8,24
369,3.110,CURR TOP DEV BIOL,67,0,0,1,3,5,3,10,6,5,9,25
370,3.810,EXP NEUROBIOL,67,4,2,4,4,4,0,0,2,5,3,39
371,4.400,TRAFFIC,67,0,2,3,5,6,4,5,4,5,5,28
372,10.293,EMBO MOL MED,66,1,0,4,6,6,6,0,4,3,2,34
373,2.564,GEN COMP ENDOCR,66,1,0,2,1,0,4,3,3,2,4,46
374,3.115,J ETHNOPHARMACOL,66,0,1,2,1,1,3,1,2,3,2,50
375,12.108,TRENDS PHARMACOL SCI,66,1,6,3,4,4,0,4,3,6,1,34
376,13.396,AM J PSYCHIAT,65,0,2,5,10,5,6,2,2,1,3,29
377,2.319,J EXP PSYCHOL LEARN,65,0,1,2,8,7,7,5,5,8,4,18
378,4.539,J IMMUNOL,65,0,3,2,2,5,3,11,4,4,1,30
379,6.291,MOL METAB,65,0,3,5,8,4,2,3,6,4,2,28
380,2.699,NEUROPSYCHOLOGY,65,0,2,1,5,3,4,8,6,2,2,32
381,2.133,DEV NEUROSCI-BASEL,64,0,3,1,1,1,8,1,4,1,7,37
382,2.494,DEV PSYCHOBIOL,64,0,0,3,0,5,5,3,10,2,7,29
383,3.120,EAR HEARING,64,0,3,7,5,5,8,2,3,7,1,23
384,9.462,GENE DEV,64,3,4,3,5,5,1,8,3,2,3,27
385,2.751,INTEGR COMP BIOL,64,0,3,3,5,5,6,1,1,1,4,35
386,1.449,NEUROL RES,64,0,0,1,0,2,5,7,7,6,2,34
387,,VIS COGN,64,1,3,1,5,3,4,10,3,4,3,27
388,3.478,CURR NEUROL NEUROSCI,63,0,2,1,5,2,8,6,6,4,1,28
389,50.167,NAT REV DRUG DISCOV,63,0,7,6,6,4,5,4,7,5,1,18
390,2.164,HISTOCHEM CELL BIOL,62,1,1,3,2,3,2,4,7,3,1,35
391,,J HUNTINGTONS DIS,62,1,1,1,7,5,2,1,6,1,6,31
392,3.783,J NEUROL,62,2,7,5,4,4,5,5,3,5,4,18
393,1.906,J SPEECH LANG HEAR R,62,0,3,7,5,9,4,7,3,6,0,18
394,7.230,PSYCHOL REV,62,0,1,5,8,11,4,6,5,5,3,14
395,2.190,Q J EXP PSYCHOL,62,0,0,5,2,3,10,6,1,6,5,24
396,3.569,AM J PHYSIOL-HEART C,61,2,0,4,2,3,4,2,5,1,2,36
397,3.061,AM J TRANSL RES,61,0,4,2,2,2,4,2,3,2,3,37
398,1.694,BIOL PHARM BULL,61,0,2,2,9,4,4,2,2,4,3,29
399,8.000,CELL DEATH DIFFER,61,0,1,1,6,4,6,5,6,1,5,26
400,,I-PERCEPTION,61,1,3,5,4,5,1,3,0,4,1,34
401,3.172,J PARKINSON DIS,61,0,5,6,3,1,4,8,2,3,4,25
402,2.851,PEPTIDES,61,0,2,19,5,2,1,2,1,0,0,29
403,,PROC SPIE,61,0,2,4,5,5,5,7,5,5,0,23
404,5.179,AGING-US,60,0,2,1,3,8,9,5,7,4,2,19
405,,DRUG DISC APPRXB,60,0,0,2,3,4,2,6,7,3,2,31
406,6.183,EBIOMEDICINE,60,1,1,2,10,1,5,5,3,6,4,22
407,1.396,INT J CLIN EXP PATHO,60,1,3,5,1,1,1,2,1,7,4,34
408,2.777,J INT NEUROPSYCH SOC,60,1,1,3,5,4,5,9,5,1,1,25
409,3.500,J NEURODEV DISORD,60,0,1,4,3,2,2,4,13,5,5,21
410,11.561,NUCLEIC ACIDS RES,60,0,1,6,5,5,3,5,10,1,4,20
411,10.602,SLEEP MED REV,60,0,0,6,7,5,5,7,3,0,1,26
412,4.069,AM J PATHOL,59,1,0,4,5,6,5,8,2,5,0,23
413,14.327,ANNU REV PHYSIOL,59,0,2,7,3,8,3,4,2,2,3,25
414,3.174,APPETITE,59,0,0,5,4,5,3,4,4,6,1,27
415,3.438,BBA-BIOMEMBRANES,59,0,3,5,3,3,4,4,5,2,2,28
416,,BRAIN ED MOL MECHXB,59,0,0,2,1,6,3,1,2,1,4,39
417,6.313,CURR OPIN PHARMACOL,59,1,8,1,6,1,2,1,1,2,2,34
418,3.309,EXP CELL RES,59,0,2,2,5,2,7,1,3,3,4,30
419,1.984,METHOD ENZYMOL,59,0,2,8,2,3,1,1,4,2,6,30
420,2.496,MUSCLE NERVE,59,0,0,0,6,2,6,4,3,3,1,34
421,2.556,PAIN PHYSICIAN,59,0,0,1,9,6,2,1,2,5,2,31
422,3.395,SLEEP MED,59,0,1,4,3,4,3,7,2,5,2,28
423,3.617,EUR ARCH PSY CLIN N,58,0,0,3,7,8,2,6,0,1,4,27
424,3.074,FRONT NEUROINFORM,58,0,5,3,1,6,4,4,3,5,3,24
425,2.645,MINI-REV MED CHEM,58,0,0,2,4,0,3,3,2,2,5,37
426,2.223,PSYCHIAT RES,58,0,1,0,3,3,6,2,3,4,3,33
427,,SLEEP NEUR DISXB,58,0,0,0,1,0,2,2,3,4,2,44
428,4.692,EXPERT OPIN DRUG DIS,57,0,2,2,3,4,3,3,4,3,4,29
429,1.324,PHYSIOL RES,57,0,2,4,2,3,0,4,4,2,3,33
430,,RECEPT SER,57,0,1,1,1,3,1,1,4,5,3,37
431,3.047,STRESS,57,0,3,0,1,7,4,1,6,5,4,26
432,4.181,TOXICOL SCI,57,0,2,0,4,1,2,2,4,4,4,34
433,3.617,ASN NEURO,56,0,3,3,2,4,3,2,4,4,3,28
434,,J EXP PSYCHOL GEN,56,1,0,6,7,4,5,4,4,7,3,15
435,3.355,J R SOC INTERFACE,56,0,1,3,3,2,2,5,4,5,2,29
436,0.404,NEUROCHEM J+,56,0,0,4,7,5,4,2,2,3,4,25
437,,NOR SIGN ASTRXB,56,0,0,3,3,2,3,1,1,2,3,38
438,1.371,PERCEPTION,56,0,1,0,5,5,0,6,1,6,4,28
439,4.929,STEM CELL TRANSL MED,56,0,0,1,2,2,2,4,2,0,1,42
440,2.959,J CELL BIOCHEM,55,0,1,2,4,4,2,2,2,1,3,34
441,,NPJ SCHIZOPHR,55,2,2,6,4,2,0,3,1,3,4,28
442,4.649,ANN CLIN TRANSL NEUR,54,0,4,2,3,3,2,5,3,4,2,26
443,3.022,BIOL CHEM,54,0,1,1,7,4,0,5,4,4,4,24
444,1.496,DEV GROWTH DIFFER,54,0,1,1,5,4,6,5,1,3,4,24
445,7.273,DIABETES,54,0,1,3,4,6,8,3,7,7,2,13
446,4.319,J NEUROSURG,54,0,0,1,2,6,0,8,3,4,4,26
447,3.077,MOL CELLS,54,1,0,2,0,4,6,7,1,0,1,32
448,5.872,TRANSL NEURODEGENER,54,0,2,1,5,3,2,2,3,5,4,27
449,18.564,TRENDS CELL BIOL,54,0,2,2,9,3,0,3,4,6,3,22
450,6.383,ACTA BIOMATER,53,0,0,2,6,3,2,2,4,3,3,28
451,3.463,ANESTH ANALG,53,0,1,3,6,2,3,4,2,2,4,26
452,1.440,BIOL CYBERN,53,0,0,3,1,1,3,3,1,4,2,35
453,,ELIFEXB,53,0,0,0,0,11,2,5,1,4,1,29
454,9.333,EPILEPSY CURR,53,1,3,4,3,3,1,4,3,6,4,21
455,2.607,ISR J CHEM,53,0,0,1,0,1,6,4,9,3,2,27
456,3.562,ACTA PHARMACOL SIN,52,0,1,1,1,3,0,1,7,4,3,31
457,4.419,BIOESSAYS,52,0,1,2,4,4,3,3,7,3,0,25
458,4.010,CURR OPIN NEUROL,52,0,3,9,5,3,6,1,7,4,3,11
459,16.642,JAMA PSYCHIAT,52,0,2,4,3,4,3,2,8,2,3,21
460,6.059,NEUROPATH APPL NEURO,52,1,1,3,1,0,6,4,4,4,2,26
461,,ADV MOTIV A,51,0,0,5,6,4,4,5,4,4,2,17
462,,ADV PHARMACOL,51,1,0,1,3,1,5,1,3,2,6,28
463,2.605,AUTON NEUROSCI-BASIC,51,0,3,2,3,3,2,2,1,1,3,31
464,,DEVELOPMENTAL SCI,51,0,0,3,4,5,3,1,7,2,6,20
465,3.247,INT J BIOCHEM CELL B,51,0,1,1,3,2,2,4,5,4,3,26
466,1.373,ANAT REC,50,0,0,1,4,6,0,3,0,2,2,32
467,11.100,AUTOPHAGY,50,0,1,3,7,5,3,5,1,4,3,18
468,2.210,CAN J PHYSIOL PHARM,50,0,1,1,0,0,1,2,2,5,3,35
469,3.112,CURR DRUG TARGETS,50,0,0,0,3,7,4,2,2,5,2,25
470,2.507,DEV DYNAM,50,0,2,0,6,6,1,2,4,4,3,22
471,5.930,ACTA PHYSIOL,49,0,3,3,1,2,4,0,1,5,3,27
472,13.660,ADV DRUG DELIVER REV,49,1,4,4,5,4,6,2,2,1,3,17
473,3.482,BIOMED OPT EXPRESS,49,0,2,5,2,2,7,3,2,9,0,17
474,3.671,DIALOGUES CLIN NEURO,49,1,1,3,5,6,4,2,0,1,3,23
475,3.883,EXPERT OPIN INV DRUG,49,0,2,5,1,0,6,2,6,5,3,19
476,4.580,INT J NEURAL SYST,49,0,0,1,5,1,4,3,4,1,3,27
477,4.302,J CELL MOL MED,49,0,1,5,2,4,3,5,4,4,3,18
478,0.662,J INTEGR NEUROSCI,49,0,2,1,2,4,1,1,0,4,4,30
479,4.069,METALLOMICS,49,0,1,4,3,2,0,5,1,1,2,30
480,20.265,NAT REV ENDOCRINOL,49,0,2,1,3,5,6,3,4,3,0,22
481,3.616,TOXICOL APPL PHARM,49,0,0,0,4,1,2,4,2,0,3,33
482,8.855,AM J HUM GENET,48,1,2,5,4,4,1,3,3,5,2,18
483,20.565,CELL METAB,48,0,0,6,4,4,3,3,4,3,2,19
484,4.206,CNS DRUGS,48,0,0,3,8,1,3,2,2,2,6,21
485,3.906,J BIOL RHYTHM,48,0,2,1,3,2,1,4,1,0,0,34
486,1.894,MED SCI MONITOR,48,0,0,3,1,3,1,4,4,6,4,22
487,5.216,RNA BIOL,48,1,0,2,3,2,3,1,2,2,4,28
488,8.537,THERANOSTICS,48,0,3,4,6,2,5,3,2,1,4,18
489,2.000,COGN NEURODYNAMICS,47,0,0,0,3,3,5,7,5,1,2,21
490,2.606,FRONT NEUROROBOTICS,47,0,1,2,1,3,3,2,3,6,1,25
491,,GEROSCIENCE,47,1,3,6,2,1,6,1,3,2,3,19
492,,HDB EP NEW MOL MEDXB,47,0,1,6,4,8,3,2,5,4,5,9
493,3.622,INT REV CEL MOL BIO,47,0,1,3,0,1,2,8,4,2,2,24
494,1.434,PSYCHIAT INVEST,47,0,1,0,3,3,1,3,4,3,1,28
495,,PSYCHOL SCI,47,0,2,3,4,5,4,6,2,6,4,11
496,6.042,ANAL CHEM,46,0,4,2,2,3,3,0,3,2,0,27
497,2.415,CHAOS,46,0,1,5,1,4,3,5,0,2,0,25
498,3.417,COGN NEUROSCI-UK,46,0,1,3,6,2,2,3,9,4,0,16
499,4.816,EUR J MED CHEM,46,0,0,2,0,4,3,1,3,2,1,30
500,2.742,G3-GENES GENOM GENET,46,0,2,5,2,4,3,1,1,1,3,24
501,7.144,J NEUROL NEUROSUR PS,46,0,1,3,2,4,5,4,2,4,4,17
502,4.089,J TISSUE ENG REGEN M,46,0,0,3,2,2,3,2,2,2,3,27
503,3.190,PURINERG SIGNAL,46,0,1,2,0,4,1,2,1,1,1,33
504,3.166,TOXICOL LETT,46,1,1,0,1,5,3,1,3,2,8,21
505,15.071,BEHAV BRAIN SCI,45,0,3,6,2,2,8,1,3,0,3,17
506,2.109,BMC COMPLEM ALTERN M,45,0,1,1,1,1,2,1,2,3,2,31
507,2.305,ENTROPY-SWITZ,45,0,3,2,1,1,3,6,2,2,2,23
508,3.977,FOOD CHEM TOXICOL,45,0,0,0,0,2,1,2,0,6,1,33
509,4.288,IEEE T BIO-MED ENG,45,0,0,1,2,3,5,3,6,3,2,20
510,7.982,IEEE T NEUR NET LEAR,45,0,0,0,0,1,2,1,3,1,3,34
511,8.290,MED RES REV,45,0,0,1,4,1,3,4,2,2,1,27
512,2.936,RSC ADV,45,0,1,0,1,3,5,6,1,1,2,25
513,,SPR SER BIONUERO,45,0,0,1,2,0,0,1,2,3,5,31
514,,SPR SER TRANSL STROK,45,0,1,5,1,3,3,3,1,3,6,19
515,2.231,AM J DRUG ALCOHOL AB,44,0,0,2,3,1,4,3,3,3,3,22
516,19.734,IMMUNITY,44,2,3,5,3,4,2,5,0,2,3,15
517,,J AUTISM DEV DISORD,44,0,0,3,6,3,4,3,3,3,3,16
518,5.365,J PSYCHIATR NEUROSCI,44,0,1,2,5,3,0,5,3,4,3,18
519,1.469,KOREAN J PHYSIOL PHA,44,0,0,1,1,1,4,1,2,0,5,29
520,2.028,MEDICINE,44,0,0,3,2,4,2,1,6,1,2,23
521,1.588,METHOD CELL BIOL,44,1,3,4,5,5,2,4,2,3,4,11
522,3.902,STEM CELL RES,44,1,1,1,0,1,2,4,1,0,2,31
523,11.021,TRENDS MOL MED,44,1,4,3,4,3,4,5,0,4,3,13
524,1.924,WORLD NEUROSURG,44,0,1,2,2,4,4,3,4,2,2,20
525,3.234,CURR HYPERTENS REP,43,1,2,4,1,1,4,5,0,1,1,23
526,,EFSA J,43,0,0,1,4,0,3,2,1,3,0,29
527,2.575,J PHARMACOL SCI,43,0,0,2,0,3,2,1,1,3,6,25
528,3.123,PEDIATR RES,43,0,2,4,2,2,3,4,4,4,3,15
529,3.265,TOXICOLOGY,43,0,1,1,2,2,1,4,2,1,4,25
530,2.442,BIOORG MED CHEM LETT,42,0,3,2,1,0,2,1,3,3,0,27
531,3.466,J BIOMED SCI,42,0,1,0,5,2,3,1,5,1,1,23
532,3.297,J MOL ENDOCRINOL,42,0,2,3,2,2,1,4,4,4,2,18
533,3.722,J PROTEOMICS,42,0,0,1,0,3,1,1,1,3,0,32
534,1.833,J THEOR BIOL,42,0,0,1,0,2,3,1,1,2,2,30
535,27.144,LANCET NEUROL,42,1,1,4,4,8,3,3,3,2,2,11
536,3.241,NEUROCOMPUTING,42,0,0,3,0,2,2,2,1,2,3,27
537,2.782,PAIN MED,42,0,0,1,2,2,1,4,4,2,4,22
538,2.504,ROY SOC OPEN SCI,42,2,2,0,1,7,4,3,3,1,1,18
539,3.085,BMB REP,41,0,2,0,4,1,4,0,7,3,3,17
540,2.696,CURR PROTEIN PEPT SC,41,0,0,2,1,2,3,1,5,3,1,23
541,3.403,J HEADACHE PAIN,41,0,5,4,0,5,1,5,3,5,3,10
542,2.219,MOL VIS,41,0,0,2,2,3,1,6,1,1,4,21
543,16.071,NAT REV DIS PRIMERS,41,0,2,3,5,3,0,3,8,0,3,14
544,,PHARMACOL RES PERSPE,41,0,1,0,5,1,1,1,1,3,3,25
545,3.454,AM J PHYSIOL-CELL PH,40,0,0,1,0,3,2,0,1,2,0,31
546,,ANTIOXIDANTS,40,0,2,1,2,0,2,4,2,1,2,24
547,4.151,FRONT GENET,40,2,1,3,2,2,5,6,0,2,3,14
548,,INT REV PSYCHIATR,40,1,1,0,4,3,4,3,0,5,2,17
549,1.514,IRAN J BASIC MED SCI,40,0,1,1,1,0,3,1,2,3,2,26
550,3.950,J PROTEOME RES,40,0,0,1,2,3,3,2,3,2,2,22
551,26.919,NAT METHODS,40,2,0,2,2,3,4,3,1,2,3,18
552,3.074,PROG MOL BIOL TRANSL,40,0,0,0,2,4,4,5,3,2,4,16
553,,SCAND J PAIN,40,0,2,3,1,0,1,5,2,3,3,20
554,5.609,ADV HEALTHC MATER,39,0,0,1,0,1,1,4,2,3,1,26
555,13.278,ANNU REV CLIN PSYCHO,39,0,1,5,4,1,1,3,5,2,4,13
556,5.728,ARCH TOXICOL,39,0,0,0,3,1,0,1,1,3,2,28
557,5.043,DEPRESS ANXIETY,39,0,0,1,2,1,1,1,3,0,6,24
558,6.848,DRUG DISCOV TODAY,39,0,0,1,3,1,3,3,1,3,0,24
559,,INTELLIGENCE,39,0,0,1,1,1,7,5,3,5,4,12
560,4.894,J MOL BIOL,39,2,1,3,2,2,5,2,3,3,1,15
561,8.136,MATRIX BIOL,39,0,0,1,2,2,2,2,2,0,4,24
562,3.842,NEUROGASTROENT MOTIL,39,0,2,1,2,4,2,1,1,2,8,16
563,,PHARMACEUTICALS,39,0,0,3,1,1,1,2,2,2,4,23
564,0.288,PROG BIOCHEM BIOPHYS,39,0,3,2,1,4,2,4,0,2,1,20
565,,BIOSYST BIOROBOT,38,0,0,4,2,5,2,1,2,4,2,16
566,2.061,BRAIN INJURY,38,0,1,4,2,2,1,6,1,3,3,15
567,3.209,CLIN J PAIN,38,0,0,3,2,2,1,9,2,6,1,12
568,10.015,CURR OPIN CELL BIOL,38,2,2,4,3,4,1,4,2,2,0,14
569,,EMOTION,38,0,2,2,2,6,4,2,2,2,1,15
570,,EXPERT REV OPHTHALMO,38,0,0,0,1,0,0,1,0,2,1,33
571,1.782,FEBS OPEN BIO,38,0,0,2,0,2,3,2,4,5,2,18
572,3.118,INT IMMUNOPHARMACOL,38,0,0,4,1,1,2,1,4,2,0,23
573,4.095,J STEROID BIOCHEM,38,0,0,0,0,3,4,4,4,3,3,17
574,2.346,NEURORADIOLOGY,38,0,1,1,2,3,1,5,2,3,6,14
575,,NEUROSCI CONSCIOUS,38,2,4,0,4,4,2,3,1,1,3,14
576,,NPJ PARKINSON DIS,38,0,2,4,1,2,4,3,5,0,2,15
577,6.854,ONCOGENE,38,0,0,1,1,4,6,1,0,3,0,22
578,2.132,PHYSICA A,38,0,0,2,0,2,0,4,1,4,5,20
579,,RSC DRUG DISCOV,38,0,1,2,3,2,1,2,3,4,0,20
580,10.769,TRENDS ENDOCRIN MET,38,2,5,3,4,3,4,3,1,3,2,8
581,3.713,WORLD J BIOL PSYCHIA,38,0,0,1,3,1,0,1,3,1,2,26
582,2.333,ACTA NEUROPSYCHIATR,37,0,0,0,2,0,2,2,1,4,4,22
583,,ACTA PSYCHOL,37,0,2,1,2,2,4,3,1,5,3,14
584,,ADV NEUROBIOL,37,0,0,1,2,0,9,5,7,8,1,4
585,,BIOMED RES-INDIA,37,0,0,1,3,2,2,2,3,0,2,22
586,4.462,CELL DISCOV,37,0,0,4,2,3,3,1,2,3,5,14
587,3.514,CURR TOP MEMBR,37,0,0,0,0,6,3,0,1,3,3,21
588,3.313,NUTR NEUROSCI,37,0,0,2,4,4,3,1,1,0,3,19
589,5.343,WIRES DEV BIOL,37,0,1,1,1,3,2,1,2,2,2,22
590,,AIMS NEUROSCI,36,1,1,0,3,3,2,2,1,2,1,20
591,,BIOMED REP,36,0,0,1,1,1,1,4,2,1,1,24
592,2.170,BMC NEUROL,36,1,1,0,1,3,1,0,3,4,0,22
593,,CLIN PSYCHOL SCI,36,0,0,1,4,3,2,8,1,4,3,10
594,2.732,EXP PHYSIOL,36,1,0,2,2,6,1,1,0,1,1,21
595,2.667,GENESIS,36,0,3,2,1,3,4,0,2,0,5,16
596,1.640,J CLIN NEUROSCI,36,0,0,2,0,3,3,0,4,0,2,22
597,,J EXP NEUROSCI,36,2,1,1,3,1,1,0,4,3,3,17
598,4.721,PARKINSONISM RELAT D,36,0,1,1,2,2,4,2,1,2,2,19
599,1.870,SEMIN NEUROL,36,0,4,3,2,1,1,2,1,2,0,20
600,3.067,ANIM BEHAV,35,1,1,0,0,1,2,1,2,1,1,25
601,2.330,ARCH PHARM RES,35,0,0,1,0,1,3,2,1,1,2,24
602,,BASIC CLIN NEUROSCI,35,0,0,0,0,3,2,2,1,1,2,24
603,,COMPUT NEUROSCI-MIT,35,0,0,0,0,0,0,0,0,0,0,35
604,,CURR DIR PSYCHOL SCI,35,0,5,6,1,3,3,5,1,0,1,10
605,2.498,GENE,35,0,3,0,1,3,6,1,4,0,2,15
606,1.579,INT J DEV BIOL,35,0,1,2,2,4,4,3,2,1,1,15
607,2.479,J ANAT,35,0,0,4,1,2,3,2,3,1,4,15
608,3.228,J NEUROVIROL,35,0,1,1,2,2,2,2,1,6,5,13
609,7.439,J NUCL MED,35,0,1,3,1,5,1,0,5,1,2,16
610,,MEMORY,35,0,0,1,1,1,2,5,7,4,1,13
611,2.238,N-S ARCH PHARMACOL,35,0,0,1,0,1,0,2,2,0,4,25
612,3.199,PSYCHIAT CLIN NEUROS,35,0,1,1,1,2,2,3,5,0,2,18
613,4.432,ACS BIOMATER SCI ENG,34,0,1,1,1,2,1,1,2,0,3,22
614,1.652,ACTA HISTOCHEM,34,0,1,3,2,1,2,0,0,1,2,22
615,2.805,ANIM COGN,34,0,0,3,2,2,0,5,1,0,0,21
616,13.295,ANNU REV PHARMACOL,34,0,0,2,2,1,1,3,5,2,2,16
617,,BIRTH DEFECTS RES,34,0,3,1,1,5,1,3,0,2,7,11
618,2.643,CHRONOBIOL INT,34,0,0,1,1,2,4,3,0,1,0,22
619,,J ABNORM PSYCHOL,34,1,0,2,3,2,2,1,2,4,3,14
620,1.513,J MOTOR BEHAV,34,0,0,0,0,1,2,2,2,1,3,23
621,2.561,MOL CELL BIOCHEM,34,0,1,1,0,2,1,1,1,3,4,20
622,1.664,ONCOL LETT,34,0,0,3,1,1,4,4,0,5,1,15
623,5.947,PHYSIOLOGY,34,0,1,2,3,2,1,5,0,2,1,17
624,3.810,PSYCHOSOM MED,34,0,0,4,3,3,2,3,0,2,3,14
625,2.475,SENSORS-BASEL,34,0,0,0,0,0,0,2,3,1,0,28
626,13.709,ACS NANO,33,0,2,1,1,2,2,2,2,1,2,18
627,1.848,INT J NEUROSCI,33,0,1,3,1,4,2,2,3,1,3,13
628,4.368,J VIROL,33,1,1,1,2,0,6,1,1,3,3,14
629,1.538,PHARMACOLOGY,33,0,0,0,1,0,1,2,2,2,2,23
630,2.264,AM J MED GENET A,32,0,1,3,2,4,3,0,1,3,2,13
631,0.155,BIOL MEMBRANY,32,0,0,2,1,1,1,2,2,2,1,20
632,2.881,BIOORGAN MED CHEM,32,0,0,4,0,1,1,2,2,1,5,16
633,2.092,CLIN EXP PHARMACOL P,32,0,1,2,3,1,1,0,1,1,2,20
634,1.840,HUM MOVEMENT SCI,32,0,1,1,2,0,1,2,2,2,2,19
635,5.595,J MOL CELL BIOL,32,0,0,3,3,5,3,1,4,2,1,10
636,3.813,MOL CELL BIOL,32,0,3,2,2,1,4,1,3,1,0,15
637,12.423,NAT PROTOC,32,0,0,3,4,4,1,2,1,2,3,12
638,,NEUR SPAC SPATXB,32,0,0,1,1,3,3,2,0,4,1,17
639,1.270,PAIN RES MANAG,32,1,2,1,0,1,2,2,3,1,3,16
640,,PHYSIOL PHARMACOL,32,0,0,0,0,0,2,1,2,2,3,22
641,6.228,PROTEIN CELL,32,0,1,0,1,2,2,3,1,1,7,14
642,2.839,SEIZURE-EUR J EPILEP,32,0,0,0,3,1,0,3,6,2,0,17
643,3.273,TOXINS,32,0,0,0,1,0,0,2,2,0,2,25
644,2.906,AMINO ACIDS,31,0,2,1,0,3,2,1,2,0,1,19
645,4.995,CURR OPIN GENET DEV,31,0,3,2,3,3,6,1,2,2,1,8
646,,CURR OPIN PSYCHOL,31,0,8,2,6,4,4,0,1,0,1,5
647,3.864,CURR PSYCHIAT REP,31,0,1,2,3,2,1,0,2,1,0,19
648,2.015,HISTOL HISTOPATHOL,31,0,0,1,2,2,3,2,2,2,1,16
649,5.159,INT J OBESITY,31,0,1,3,2,1,2,5,1,3,1,12
650,3.412,J AGR FOOD CHEM,31,1,1,2,2,0,4,1,1,0,3,16
651,,J CONSCIOUSNESS STUD,31,0,1,2,2,3,3,5,4,2,2,7
652,3.433,J SLEEP RES,31,0,0,2,0,3,3,4,2,2,0,15
653,4.963,STEM CELL RES THER,31,0,1,1,2,1,3,1,0,3,1,18
654,4.966,BBA-MOL CELL BIOL L,30,0,3,4,1,2,1,2,2,2,3,10
655,,BEHAV RES THER,30,0,1,2,3,7,2,0,3,4,1,7
656,,CHANNELSXB,30,0,0,0,0,0,2,1,3,1,1,22
657,7.877,J CONTROL RELEASE,30,0,0,0,7,1,1,1,2,1,1,16
658,,J NEURORESTORATOLOGY,30,0,0,0,1,1,1,2,1,4,1,19
659,4.379,MAR DRUGS,30,0,0,0,1,1,0,1,1,2,4,20
660,3.427,PROG BIOPHYS MOL BIO,30,0,0,0,1,2,2,2,6,5,1,11
661,3.967,APOPTOSIS,29,0,1,1,2,2,3,1,3,2,2,12
662,3.304,CELL CYCLE,29,1,1,0,0,2,0,0,0,1,2,22
663,2.120,CURR EYE RES,29,0,0,0,0,3,0,3,1,0,2,20
664,2.481,CURR MOL PHARMACOL,29,0,0,0,0,1,1,2,1,1,2,21
665,4.129,EUR PSYCHIAT,29,0,0,1,0,4,1,3,1,3,1,15
