Cited Journal Data: NEUROIMAGE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
331,7.267,GIGASCIENCE,32,1,4,5,0,4,2,2,4,3,2,5
332,1.640,J CLIN NEUROSCI,32,0,1,0,1,2,5,5,2,1,2,13
333,,STUD NEUROSCI,32,0,6,0,1,1,3,2,1,0,2,16
334,,WIRES COGN SCI,32,0,6,1,1,0,3,4,3,1,1,12
335,2.133,DEV NEUROSCI-BASEL,31,0,2,0,2,2,4,3,3,2,2,11
336,6.224,INVEST RADIOL,31,0,9,4,0,1,5,1,1,1,1,8
337,2.297,J AM STAT ASSOC,31,0,0,0,2,3,2,3,4,3,1,13
338,,JCI INSIGHT,31,0,3,2,0,3,6,2,3,0,1,11
339,1.541,MULTIMED TOOLS APPL,31,0,2,4,10,0,3,1,2,2,0,7
340,0.738,NERVENARZT,31,0,0,1,8,2,3,3,2,2,2,8
341,4.042,OBESITY,31,0,1,2,2,1,5,2,5,1,0,12
342,,PHYSIOL REP,31,1,0,1,1,1,1,5,2,3,2,14
343,2.101,RESTOR NEUROL NEUROS,31,1,2,3,7,1,1,2,1,4,2,7
344,2.275,ANAL BIOCHEM,30,0,1,3,9,3,5,0,1,1,1,6
345,1.676,BIOMED ENG ONLINE,30,0,2,3,3,2,1,2,3,3,0,11
346,1.814,BRIT J RADIOL,30,0,1,2,1,2,2,4,2,4,1,11
347,,FRONT DEV SCI,30,0,0,0,1,0,4,4,2,3,6,10
348,,IEEE T BIG DATA,30,2,2,1,3,4,6,2,5,3,1,1
349,5.072,IEEE T IMAGE PROCESS,30,0,1,1,1,4,3,4,1,2,1,12
350,1.606,J COMPUT NEUROSCI,30,0,2,1,0,1,2,5,7,0,2,10
351,3.786,J NEUROPSYCHOL,30,0,0,0,1,1,0,3,0,4,2,19
352,5.227,NEUROBIOL DIS,30,0,3,3,4,0,1,4,4,2,2,7
353,11.511,SCI ADV,30,0,1,3,3,2,8,3,1,1,0,8
354,1.548,ANN APPL STAT,29,0,0,1,0,3,4,5,5,2,0,9
355,1.702,APHASIOLOGY,29,0,2,0,1,1,4,1,4,4,1,11
356,1.544,BRAIN DEV-JPN,29,0,0,1,2,2,3,1,1,2,1,16
357,2.084,CNS NEUROL DISORD-DR,29,0,0,0,2,2,3,3,4,1,1,13
358,2.606,FRONT NEUROROBOTICS,29,0,1,0,4,1,10,1,0,2,0,10
359,,IEEE INT C BIOINFORM,29,2,1,0,2,3,5,4,2,2,1,7
360,4.203,IEEE T SIGNAL PROCES,29,1,0,0,0,2,1,3,7,3,1,11
361,1.598,J STROKE CEREBROVASC,29,0,1,1,0,1,7,1,1,3,2,12
362,3.626,MOL IMAGING BIOL,29,0,0,1,0,1,6,1,2,2,3,13
363,4.894,NEUROPSYCHOL REV,29,0,1,0,1,2,4,5,3,1,2,10
364,,NPJ SCHIZOPHR,29,2,2,2,0,1,3,5,1,0,5,8
365,2.203,NUCL MED BIOL,29,1,1,0,3,1,0,1,2,2,5,13
366,2.006,PHYSIOL MEAS,29,0,1,0,2,1,1,3,3,2,3,13
367,1.434,PSYCHIAT INVEST,29,0,0,1,7,0,8,0,2,0,3,8
368,,BIOMED PHYS ENG EXPR,28,0,2,1,4,1,6,6,1,2,1,4
369,,DEV PSYCHOL,28,0,0,1,3,1,4,1,4,1,0,13
370,,ELS MIC SOC BOOK SER,28,0,0,1,3,3,2,3,4,2,1,9
371,3.668,J ATTEN DISORD,28,0,1,0,1,0,1,1,2,2,1,19
372,1.665,J CHILD NEUROL,28,0,0,0,2,1,3,3,3,1,3,12
373,2.671,LEARN MEMORY,28,4,0,2,1,0,5,5,4,0,1,6
374,7.230,PSYCHOL REV,28,0,0,2,2,3,4,2,2,2,2,9
375,2.000,COGN NEURODYNAMICS,27,0,0,4,1,2,4,2,3,0,2,9
376,2.362,EUR J PAEDIATR NEURO,27,0,0,1,2,2,4,3,2,2,1,10
377,3.091,HEADACHE,27,1,0,0,2,1,4,0,2,2,1,14
378,2.371,INT REV NEUROBIOL,27,0,1,0,2,2,3,4,3,2,5,5
379,,J MED IMAGING,27,0,1,4,0,2,2,2,2,4,1,9
380,3.667,J PEDIATR-US,27,0,2,2,6,2,1,2,2,0,0,10
381,,LATERALITY,27,0,1,0,4,0,1,0,3,2,0,16
382,1.894,MED SCI MONITOR,27,0,0,2,1,2,2,1,4,3,1,11
383,3.691,MULTIVAR BEHAV RES,27,1,1,0,3,0,7,5,6,0,0,4
384,0.702,NEUROCHIRURGIE,27,0,1,1,1,1,1,4,3,0,3,12
385,,RES DEV DISABIL,27,0,0,0,0,1,0,1,3,2,1,19
386,2.360,SYNAPSE,27,0,1,2,1,4,1,3,3,1,4,7
387,,ADV INTELL SYST,26,0,0,0,2,1,5,1,4,3,1,9
388,2.605,AUTON NEUROSCI-BASIC,26,0,1,0,2,4,3,1,2,5,1,7
389,2.088,BEHAV NEUROL,26,1,2,0,2,3,4,2,1,0,1,10
390,,BRAIN BEHAV COGNIT,26,0,0,0,1,1,4,0,3,1,1,15
391,3.120,EAR HEARING,26,1,2,2,0,1,3,2,3,1,2,9
392,3.264,HARVARD REV PSYCHIAT,26,4,3,2,6,6,1,1,1,0,0,2
393,0.662,J INTEGR NEUROSCI,26,0,0,0,3,2,4,0,2,1,1,13
394,2.556,PAIN PHYSICIAN,26,0,0,0,1,3,2,3,1,3,1,12
395,8.266,TRANSL STROKE RES,26,1,1,0,2,1,7,2,2,0,1,9
396,5.058,AGING DIS,25,0,0,0,0,0,1,2,2,2,5,13
397,6.549,AM J CLIN NUTR,25,0,0,2,0,1,3,1,2,2,3,11
398,5.140,ANNU REV VIS SCI,25,2,0,1,4,1,1,2,3,0,4,7
399,6.541,CURR OPIN NEUROBIOL,25,0,2,1,4,2,4,4,0,1,2,5
400,1.851,INFRARED PHYS TECHN,25,0,0,1,3,0,1,0,1,1,0,18
401,,PERSPECT PSYCHOL SCI,25,0,0,0,3,2,2,5,0,2,0,11
402,,PSYCHOL RUSS,25,4,2,2,0,1,2,1,0,1,1,11
403,1.388,APPL NEUROPSYCH-CHIL,24,0,3,0,3,0,1,3,1,1,0,12
404,15.071,BEHAV BRAIN SCI,24,1,4,1,2,3,2,4,2,1,0,4
405,2.042,BMC PEDIATR,24,0,1,1,0,1,5,3,5,2,0,6
406,2.886,DEMENT GERIATR COGN,24,0,0,0,1,2,4,1,2,3,4,7
407,2.025,EARLY HUM DEV,24,0,0,2,1,1,2,3,2,2,1,10
408,3.768,EXPERT SYST APPL,24,0,1,0,4,2,3,1,4,0,1,8
409,3.831,FRONT PHARMACOL,24,2,0,0,1,1,1,2,1,3,2,11
410,,HDB CANN REL PATHXB,24,0,0,0,0,1,3,2,8,2,5,3
411,1.401,IET IMAGE PROCESS,24,0,1,2,3,3,0,5,0,2,0,8
412,1.455,MAGN RESON MED SCI,24,0,1,2,1,3,7,2,1,0,1,6
413,,MEM COGNITION,24,0,1,0,4,1,1,2,3,1,1,10
414,1.779,NEUROREHABILITATION,24,0,1,0,3,0,1,2,3,1,3,10
415,,P 10 INT JOINT CXB,24,0,0,2,2,2,3,4,1,0,3,7
416,3.463,ANESTH ANALG,23,0,1,0,5,2,4,2,0,1,0,8
417,,APPL PSYCHOPHYS BIOF,23,0,0,0,2,0,1,2,3,2,0,13
418,,BILING-LANG COGN,23,0,1,0,1,1,0,1,3,1,2,13
419,2.213,BMC BIOINFORMATICS,23,1,0,2,3,6,3,1,1,0,0,6
420,3.440,BRAIN RES BULL,23,0,1,1,1,3,1,2,0,1,3,10
421,6.183,EBIOMEDICINE,23,0,0,0,2,1,2,1,1,2,0,14
422,3.902,FRONT MOL NEUROSCI,23,0,0,1,3,1,0,1,2,2,1,12
423,2.273,GAIT POSTURE,23,1,0,1,2,3,1,0,0,0,1,14
424,3.406,J HEAD TRAUMA REHAB,23,1,0,0,1,1,4,5,3,1,0,7
425,,J NEUROSCI PSYCHOL E,23,0,0,2,0,1,2,0,4,4,2,8
426,9.107,P IEEE,23,0,0,3,3,2,3,1,1,2,1,7
427,13.783,PHYS LIFE REV,23,0,0,0,3,0,4,2,3,1,0,10
428,0.719,TECHNOL HEALTH CARE,23,0,0,0,2,2,0,3,1,4,0,11
429,1.635,BMC MED IMAGING,22,0,1,1,0,3,2,1,1,1,1,11
430,2.090,CLIN PSYCHOPHARM NEU,22,0,1,3,2,2,4,0,1,1,1,7
431,5.220,CLIN SCI,22,2,1,2,0,3,2,1,1,1,1,8
432,3.864,CURR PSYCHIAT REP,22,0,1,1,5,2,5,0,1,1,2,4
433,2.241,DIGIT SIGNAL PROCESS,22,0,0,0,0,1,1,0,2,2,1,15
434,6.875,FRONT NEUROENDOCRIN,22,0,3,0,3,2,7,0,2,1,1,3
435,,INFANT BEHAV DEV,22,0,1,1,2,2,3,3,2,2,1,5
436,0.833,INT J CLIN EXP MED,22,0,2,0,0,2,1,2,2,2,3,8
437,2.940,INT J GERIATR PSYCH,22,0,0,0,0,1,2,1,3,0,2,13
438,4.450,J AM HEART ASSOC,22,0,1,2,0,0,3,4,1,6,2,3
439,4.247,J CLIN PSYCHIAT,22,0,0,1,2,5,1,4,3,0,2,4
440,1.536,J DIGIT IMAGING,22,0,3,4,0,0,3,2,2,2,1,5
441,1.261,J HEALTHC ENG,22,0,0,2,2,3,3,4,4,0,2,2
442,2.162,J NEUROSURG-PEDIATR,22,1,0,0,2,1,2,3,1,0,2,10
443,,PERSONAL DISORD,22,0,0,1,1,3,10,0,0,0,0,7
444,,SPRINGER HBK,22,0,0,0,0,6,0,0,3,0,1,12
445,1.015,ARQ NEURO-PSIQUIAT,21,0,1,2,1,0,1,1,3,1,1,10
446,8.032,CELL REP,21,0,3,2,3,0,2,2,2,1,2,4
447,1.340,DEV NEUROREHABIL,21,0,0,0,0,1,1,1,2,1,2,13
448,,EMOT REV,21,0,1,0,1,2,6,1,1,3,2,4
449,,IEEE T SIGNAL IN,21,1,0,0,1,4,3,3,3,3,0,3
450,2.261,INT PSYCHOGERIATR,21,0,0,2,0,2,2,2,3,2,2,6
451,,J COGN PSYCHOL,21,0,0,2,2,3,1,1,1,0,0,11
452,1.513,J MOTOR BEHAV,21,0,0,0,1,1,3,0,1,1,2,12
453,2.398,PEDIATR NEUROL,21,0,1,0,0,1,1,1,2,1,3,11
454,2.504,ROY SOC OPEN SCI,21,0,0,1,0,0,5,5,2,1,2,5
455,,SIG PROCESS COMMUN,21,0,0,2,2,2,2,2,3,1,1,6
456,4.211,ACS CHEM NEUROSCI,20,0,1,0,2,2,3,3,3,3,1,2
457,,ADV COGN PSYCHOL,20,0,1,0,3,2,1,0,2,2,0,9
458,,COGN PROCESS,20,0,1,1,0,1,5,0,1,2,2,7
459,2.494,DEV PSYCHOBIOL,20,0,1,2,0,1,2,3,1,3,0,7
460,2.531,DYSPHAGIA,20,0,0,1,0,3,2,0,0,1,2,11
461,9.455,IEEE T PATTERN ANAL,20,0,0,0,1,3,1,2,3,3,1,6
462,3.060,J NEURO-ONCOL,20,0,1,0,0,3,3,3,1,1,0,8
463,1.044,JPN J RADIOL,20,0,3,0,0,1,3,1,2,1,1,8
464,1.762,REV NEUROL-FRANCE,20,0,0,0,1,3,4,1,0,1,2,8
465,4.558,SEMIN NUCL MED,20,0,1,1,2,4,1,1,1,0,4,5
466,3.470,SIGNAL PROCESS,20,0,0,1,0,4,2,1,1,1,2,8
467,2.324,STAT SCI,20,0,1,0,1,0,3,1,1,3,1,9
468,0.833,TRANSL NEUROSCI,20,0,1,1,2,0,0,2,0,1,1,12
469,22.774,ANNU REV PSYCHOL,19,0,2,2,2,0,3,1,1,4,1,3
470,,BIRTH DEFECTS RES,19,0,4,1,4,2,1,2,2,0,0,3
471,0.501,COMMUN STAT-SIMUL C,19,0,0,0,4,0,0,0,0,1,0,14
472,,COMP MED SY,19,0,0,0,1,0,0,3,2,2,0,11
473,7.273,DIABETES,19,0,0,1,1,1,2,2,2,2,1,7
474,,EUR J PSYCHOTRAUMATO,19,0,0,0,1,3,2,5,0,2,1,5
475,2.064,EVID-BASED COMPL ALT,19,0,3,0,0,0,1,3,3,4,0,5
476,4.418,HORM BEHAV,19,0,2,0,3,1,2,0,4,2,0,5
477,2.338,INT J NUMER METH BIO,19,0,0,0,2,2,1,1,0,1,3,9
478,3.256,J APPL PHYSIOL,19,0,0,0,2,1,4,2,0,0,2,8
479,2.829,J MEM LANG,19,0,1,2,2,0,0,1,2,1,4,6
480,1.854,J NEUROPSYCH CLIN N,19,0,1,1,1,2,4,3,0,1,0,6
481,1.381,J X-RAY SCI TECHNOL,19,0,0,1,3,0,1,4,3,2,2,3
482,2.782,PAIN MED,19,0,0,0,0,0,0,1,0,5,3,10
483,,RES AUTISM SPECT DIS,19,0,3,0,3,1,2,0,2,0,0,8
484,41.058,SCIENCE,19,0,0,2,3,4,3,0,1,1,0,5
485,1.062,SEMIN ULTRASOUND CT,19,0,1,1,6,2,1,0,2,1,1,4
486,,SPR SER BIONUERO,19,0,2,1,0,0,2,2,4,1,1,6
487,15.876,ACTA NEUROPATHOL,18,0,1,0,1,3,2,3,0,1,0,7
488,,AGING NEUROPSYCHOL C,18,0,0,0,0,4,1,0,2,0,1,10
489,2.522,ANN STAT,18,0,0,0,0,2,0,0,3,5,0,8
490,13.278,ANNU REV CLIN PSYCHO,18,0,1,1,2,3,2,0,2,3,0,4
491,0.835,APPL MAGN RESON,18,0,0,0,0,1,3,5,1,1,3,4
492,1.590,ARCH CLIN NEUROPSYCH,18,0,0,0,2,1,0,1,2,1,1,10
493,3.212,BIOMECH MODEL MECHAN,18,0,0,1,1,2,0,2,1,0,3,8
494,,CURR DIR PSYCHOL SCI,18,2,1,0,2,1,1,2,2,0,0,7
495,2.435,DOSE-RESPONSE,18,0,0,1,6,4,2,3,0,0,0,2
496,,I-PERCEPTION,18,0,3,0,0,0,2,1,1,1,3,7
497,,IEEE I CONF COMP VIS,18,0,0,0,2,2,1,3,3,1,2,4
498,7.982,IEEE T NEUR NET LEAR,18,0,0,0,2,0,0,1,3,4,1,7
499,,INT J AUTOM COMPUT,18,0,0,0,4,4,3,1,1,0,0,5
500,1.848,INT J NEUROSCI,18,0,0,0,1,0,3,1,3,0,1,9
501,1.605,J ACOUST SOC AM,18,0,0,1,0,4,2,2,2,1,2,4
502,2.851,J CLIN NEUROL,18,0,0,0,0,0,2,3,0,4,0,9
503,1.292,J COMPUT ASSIST TOMO,18,0,0,0,3,0,2,0,3,2,1,7
504,,LAB CLASSR TRANSLXB,18,0,0,0,0,1,2,3,2,0,1,9
505,4.291,MED SCI SPORT EXER,18,0,1,0,3,1,1,0,1,2,0,9
506,,MIND BRAIN EDUC,18,0,0,2,0,0,2,3,2,1,1,7
507,,MOV DISORD CLIN PRAC,18,0,1,0,0,0,1,0,2,2,0,12
508,2.166,NEUROL INDIA,18,0,0,0,1,0,0,6,4,0,1,6
509,1.449,NEUROL RES,18,0,0,0,1,0,2,2,2,1,1,9
510,4.475,NEUROSURGERY,18,0,0,0,0,3,2,2,1,0,3,7
511,3.263,NEUROUROL URODYNAM,18,0,0,0,0,0,2,1,0,4,3,8
512,,PSYCHOL INQ,18,1,1,0,3,2,1,2,1,0,1,6
513,,ROUTL LEAD LINGUISTS,18,0,0,0,0,0,1,0,2,1,1,13
514,10.602,SLEEP MED REV,18,0,2,3,5,3,0,1,0,0,0,4
515,,SOC JUSTICE RES,18,0,0,1,2,1,5,2,0,0,0,7
516,0.398,STAT INTERFACE,18,0,0,0,0,0,1,0,0,0,1,16
517,1.500,ACTA NEUROBIOL EXP,17,1,0,0,0,1,2,1,2,1,0,9
518,2.580,ACTA PAEDIATR,17,0,2,1,4,2,1,0,2,0,1,4
519,5.179,AGING-US,17,1,0,0,1,1,1,1,5,1,0,6
520,,AIMS NEUROSCI,17,0,2,0,2,2,2,4,1,1,0,3
521,3.822,AM J MED GENET C,17,0,1,0,1,1,3,0,1,2,2,6
522,2.740,CHILD NEUROPSYCHOL,17,0,0,1,0,0,1,1,0,2,5,7
523,,COMMUN ASSOC INF SYS,17,0,0,0,0,1,2,4,1,0,2,7
524,,EM AFF HUM FACT HUXB,17,0,0,0,2,0,2,4,0,1,1,7
525,2.158,IEEE T NANOBIOSCI,17,1,0,0,2,0,3,3,2,0,0,6
526,0.897,IRBM,17,0,1,2,3,3,2,1,2,0,0,3
527,,J CONSCIOUSNESS STUD,17,0,1,0,2,5,1,1,1,0,0,6
528,,J EXP SOC PSYCHOL,17,0,1,0,2,1,0,3,0,2,0,8
529,4.609,J NEUROCHEM,17,0,3,1,1,0,4,2,2,1,0,3
530,5.193,J NEUROINFLAMM,17,0,1,0,4,1,0,1,0,0,2,8
531,3.172,J PARKINSON DIS,17,0,1,0,0,1,1,2,1,2,1,8
532,,J PSYCHOLINGUIST RES,17,0,0,0,1,0,0,0,2,1,2,11
533,1.750,J R STAT SOC C-APPL,17,0,0,0,2,3,3,0,3,3,0,3
534,4.396,KNOWL-BASED SYST,17,1,0,1,2,0,3,3,1,0,0,6
535,3.998,METHODS,17,0,2,1,1,0,1,2,0,1,3,6
536,2.772,NEUROCHEM RES,17,0,1,3,0,0,1,2,2,3,2,3
537,,NEURODEGENER DIS MAN,17,1,0,1,4,1,2,1,1,0,0,6
538,,NEUROL-NEUROIMMUNOL,17,0,1,0,0,2,5,2,3,0,0,4
539,2.486,NEUROSURG CLIN N AM,17,0,1,0,1,1,0,5,0,2,1,6
540,,NEW IDEAS PSYCHOL,17,0,0,1,0,0,0,6,0,2,0,8
541,2.748,PHILOS T R SOC A,17,1,2,2,4,1,3,1,1,0,2,0
542,24.014,PHYSIOL REV,17,0,2,0,0,0,3,1,0,0,1,10
543,1.428,REV SCI INSTRUM,17,3,2,0,6,1,2,1,0,1,0,1
544,1.185,SOMATOSENS MOT RES,17,0,1,0,0,2,1,1,1,1,1,9
545,,SPRINGER HANDB AUDIT,17,0,1,1,3,2,1,1,1,1,1,5
546,,WORLD J RADIOL,17,0,0,1,1,2,2,1,2,1,2,5
547,2.072,ACTA NEUROL BELG,16,0,0,1,0,1,1,1,1,0,1,10
548,2.368,ALCOHOL ALCOHOLISM,16,0,1,1,1,0,2,2,3,0,1,5
549,6.523,ANESTHESIOLOGY,16,1,2,2,0,0,3,3,1,0,1,3
550,5.481,BIOINFORMATICS,16,0,0,1,1,0,2,1,7,0,0,4
551,,BIOMED RES-INDIA,16,0,0,1,1,0,3,2,2,2,0,5
552,,CURR OBES REP,16,1,1,0,2,0,4,0,3,1,2,2
553,,EXP PSYCHOL,16,0,0,1,2,2,1,2,0,2,0,6
554,0.395,FORTSCHR NEUROL PSYC,16,0,0,0,1,0,1,4,1,0,0,9
555,,HUM NAT BIOLXB,16,0,0,1,1,3,3,2,2,0,0,4
556,8.803,IEEE T CYBERNETICS,16,0,0,0,5,5,2,3,0,1,0,0
557,4.116,JAIDS-J ACQ IMM DEF,16,0,0,0,2,1,1,0,0,2,0,10
558,3.077,MOL CELLS,16,0,2,1,6,1,2,1,0,0,1,2
559,2.785,NEURODEGENER DIS,16,0,0,0,1,3,0,0,1,2,1,8
560,4.847,P ROY SOC B-BIOL SCI,16,1,3,0,0,1,2,1,1,0,2,5
561,1.196,PSYCHIATR POL,16,0,0,0,1,2,3,0,1,1,2,6
562,1.026,SPAT STAT-NETH,16,0,0,0,2,0,1,0,1,1,2,9
563,,TOMOGRAPHY,16,0,0,1,3,1,1,2,0,1,0,7
564,2.686,ADDICT BEHAV,15,0,0,1,1,2,2,1,1,1,2,4
565,,ADV BUS STRATEGY COM,15,0,0,0,0,0,3,0,1,1,0,10
566,2.231,AM J DRUG ALCOHOL AB,15,0,0,0,0,0,0,3,4,2,0,6
567,1.558,APPL NEUROPSYCH-ADUL,15,0,0,0,0,0,2,2,1,1,1,8
568,3.495,BIOPHYS J,15,0,2,0,1,0,2,2,0,0,1,7
569,0.819,BRAZ J PROBAB STAT,15,0,0,0,2,0,2,2,3,1,2,3
570,,CER CORT NEUR NEURXB,15,0,0,0,2,1,3,1,2,0,1,5
571,0.508,CESK SLOV NEUROL N,15,0,0,0,1,1,0,0,1,1,2,9
572,1.807,CLIN NEUROPSYCHOL,15,0,0,0,1,1,3,2,0,0,0,8
573,,CLIN PSYCHOL REV,15,0,1,1,3,0,0,1,2,0,2,5
574,1.329,COGN NEUROPSYCHIATRY,15,0,0,0,1,0,2,1,3,0,1,7
575,2.435,COMPUT MED IMAG GRAP,15,0,2,0,1,2,0,1,0,2,1,6
576,4.068,CURR NEUROPHARMACOL,15,0,1,3,4,2,2,0,1,0,0,2
577,2.598,DEV NEUROBIOL,15,0,0,2,2,3,2,2,0,0,1,3
578,2.387,EUR REV MED PHARMACO,15,0,1,1,0,2,3,0,2,1,1,4
579,,HEALTHC TECHNOL LETT,15,0,0,1,0,1,2,1,1,0,0,9
580,2.371,HUM FACTORS,15,0,0,0,2,2,5,1,2,0,0,3
581,4.902,HUM MOL GENET,15,0,0,0,0,2,1,3,1,2,1,5
582,2.145,INT J ENV RES PUB HE,15,0,0,0,5,1,1,0,3,0,1,4
583,3.768,J BIOPHOTONICS,15,0,0,1,3,2,1,1,2,0,0,5
584,,J GEN PSYCHOL,15,0,0,0,2,1,3,2,3,1,0,3
585,1.151,J INDIAN I SCI,15,1,1,0,1,2,0,2,0,0,1,7
586,1.693,J MICROSC-OXFORD,15,0,1,0,0,1,2,3,0,2,0,6
587,0.126,J NEUROL SCI-TURK,15,0,0,0,2,0,3,2,0,2,1,5
588,,LIFE SPAN DISABIL,15,0,1,0,2,1,1,1,4,1,1,3
589,,MINN SYM CHILD PSYCH,15,0,1,0,2,1,2,1,2,0,0,6
590,1.922,MOL MED REP,15,0,0,1,0,0,2,1,3,1,0,7
591,,NEUROBIOL STRESS,15,0,3,0,2,0,2,0,3,0,1,4
592,3.076,NEUROTOXICOLOGY,15,1,0,1,3,1,1,2,1,0,1,4
593,4.293,NICOTINE TOB RES,15,0,0,1,1,3,5,2,0,0,2,1
594,3.313,NUTR NEUROSCI,15,0,0,0,1,0,0,0,0,2,0,12
595,,PERCEPT MOTOR SKILL,15,0,0,0,2,0,1,0,0,0,2,10
596,2.878,PSYCHOL SPORT EXERC,15,0,0,0,0,0,2,0,1,0,2,10
597,4.942,RADIOTHER ONCOL,15,0,1,0,0,0,1,2,0,4,1,6
598,7.074,SPORTS MED,15,0,0,1,1,2,1,1,0,1,0,8
599,,STAT BIOSCI,15,0,0,0,1,4,4,1,3,0,1,1
600,1.939,WIRES DATA MIN KNOWL,15,0,1,1,1,0,1,2,1,0,0,8
601,,2017 CHIN AUT C CAXB,14,0,2,0,2,1,0,2,4,0,0,3
602,,AIP C PROC,14,0,0,0,2,1,0,1,4,0,1,5
603,2.425,ALCOHOL,14,0,0,0,2,0,1,3,1,0,0,7
604,1.940,ALZ DIS ASSOC DIS,14,0,0,1,1,0,1,1,0,3,1,6
605,,AM J NUCL MED MOLEC,14,0,0,0,0,3,1,0,1,0,0,9
606,,AM J PSYCHOL,14,0,2,1,1,1,0,0,2,0,1,6
607,,AUTISM,14,0,1,0,0,1,2,3,2,1,1,3
608,1.650,BRAIN BEHAV EVOLUT,14,0,1,0,0,1,1,0,5,1,1,4
609,6.499,BRIT J ANAESTH,14,2,1,0,0,0,1,4,1,0,0,5
610,5.867,BRIT J PSYCHIAT,14,0,0,0,1,0,3,2,0,2,0,6
611,3.235,CHEM SENSES,14,0,2,0,0,1,1,1,0,0,2,7
612,,CHILD DEV,14,0,0,0,4,1,0,2,0,2,2,3
613,3.209,CLIN J PAIN,14,0,1,0,0,3,1,3,0,1,0,5
614,4.803,FERTIL STERIL,14,0,0,1,2,0,0,0,1,1,2,7
615,,FUNCT NEUROL,14,0,1,1,1,2,3,1,0,0,0,5
616,8.898,GENOME MED,14,0,0,1,0,2,3,2,2,2,1,1
617,2.428,IEEE ACM T COMPUT BI,14,0,0,0,0,0,6,3,3,1,0,1
618,,IEEE INT WORKS MACH,14,2,4,0,1,1,1,2,0,1,1,1
619,,INT WINT WORKSH BR,14,0,1,0,1,0,1,4,1,1,0,5
620,4.099,J HYPERTENS,14,0,0,0,0,0,1,1,0,3,0,9
621,1.009,J MULTIVARIATE ANAL,14,0,0,0,0,0,1,0,2,0,0,11
622,2.655,J NEUROIMMUNOL,14,0,1,0,2,0,1,1,1,1,1,6
623,3.090,J ORTHOP SPORT PHYS,14,0,1,0,0,0,1,2,0,0,2,8
624,2.441,METAB BRAIN DIS,14,1,0,1,0,0,5,2,0,1,0,4
625,2.774,NEUROMODULATION,14,0,0,1,0,0,0,2,1,2,0,8
626,2.045,NEUROPHYSIOL CLIN,14,1,0,0,2,1,2,0,0,1,0,7
627,1.954,PATTERN RECOGN LETT,14,0,0,0,0,1,1,2,1,2,0,7
628,,PSYCHOL AGING,14,1,1,1,0,0,2,0,3,0,0,6
629,,QUICK REF NEUR REHXB,14,0,0,1,4,0,4,1,3,0,0,1
630,8.537,THERANOSTICS,14,0,0,0,2,0,1,1,2,2,0,6
631,,2017 2 INT C IM VIXB,13,0,0,3,0,2,1,3,0,2,2,0
632,1.929,ACTA NEUROCHIR,13,0,0,1,1,2,2,1,1,1,0,4
633,2.333,ACTA NEUROPSYCHIATR,13,0,1,0,2,0,1,0,1,1,0,7
634,,ACTA NEUROPSYCHOL,13,0,1,0,0,0,0,4,0,0,0,8
635,,ADV APPL STAT,13,1,1,0,1,0,1,0,1,0,1,7
636,13.660,ADV DRUG DELIVER REV,13,0,3,0,3,0,2,0,1,0,1,3
637,0.699,ADV ELECTR COMPUT EN,13,0,0,1,0,0,0,2,0,2,3,5
638,1.602,AM J ALZHEIMERS DIS,13,0,0,0,0,0,0,1,3,0,0,9
639,1.843,AM J PHYS MED REHAB,13,0,0,0,0,1,2,0,1,0,2,7
640,1.373,ANAT REC,13,0,0,0,1,1,0,0,3,0,2,6
641,1.656,ANN NUCL MED,13,0,2,3,0,0,0,0,1,1,2,4
642,1.864,ANN OPER RES,13,0,0,0,1,0,0,4,0,3,1,4
643,2.449,BEHAV BRAIN FUNCT,13,0,0,0,1,0,1,0,6,1,1,3
644,,BIOM IM SEGM ADVXB,13,0,0,0,2,0,0,4,0,2,2,3
645,1.114,BIOMETRICAL J,13,0,0,0,2,0,3,0,1,0,0,7
646,2.721,BMC PULM MED,13,0,1,0,1,0,1,3,0,2,1,4
647,1.204,CAMB Q HEALTHC ETHIC,13,2,1,2,0,1,1,1,0,2,1,2
648,,CHILD ADOL PSYCH CL,13,0,2,0,1,2,1,0,1,1,1,4
649,2.643,CHRONOBIOL INT,13,0,0,1,0,0,2,0,0,2,1,7
650,2.282,CLIN RADIOL,13,0,0,1,1,0,2,0,1,2,0,6
651,1.181,COMPUT STAT DATA AN,13,0,0,0,1,0,2,2,1,0,1,6
652,,CURR PSYCHIATRY REV,13,0,0,0,0,0,0,2,2,2,0,7
653,,DEMENT GER COGN D EX,13,0,0,0,2,0,1,1,0,0,0,9
654,1.663,EDUC PSYCHOL MEAS,13,0,1,2,0,0,3,3,0,2,1,1
655,2.401,EUR J APPL PHYSIOL,13,0,0,0,0,2,2,3,0,0,1,5
656,3.224,EXP GERONTOL,13,0,3,0,0,1,1,0,1,2,1,4
657,1.410,EXP THER MED,13,0,0,1,0,1,2,2,1,0,1,5
658,2.544,GENET EPIDEMIOL,13,0,1,0,4,2,2,0,3,0,0,1
659,,HAND CLINIC,13,0,0,0,0,1,2,2,1,0,2,5
660,0.962,IBM J RES DEV,13,0,0,2,5,0,0,2,0,2,0,2
661,,IEEE C IMAGING SY,13,0,1,2,0,0,1,3,1,3,0,2
662,,IEEE DECIS CONTR P,13,1,0,1,1,0,0,4,0,0,3,3
